TimeStamp;2025-07-07 12-06-24;2025-07-07 12-06-42;2025-07-07 12-07-00;2025-07-07 12-07-19;2025-07-07 12-07-37;2025-07-07 12-07-55;2025-07-07 12-08-13;2025-07-07 12-08-32;2025-07-07 12-08-50;2025-07-07 12-09-08;2025-07-07 12-09-26;2025-07-07 12-09-45;2025-07-07 12-10-03;2025-07-07 12-10-21;2025-07-07 12-10-39;2025-07-07 12-10-58;2025-07-07 12-11-16;2025-07-07 12-11-34;2025-07-07 12-11-52;2025-07-07 12-12-11;2025-07-07 12-12-29;2025-07-07 12-12-47;2025-07-07 12-13-05;2025-07-07 12-13-23;2025-07-07 12-13-42;2025-07-07 12-14-00;2025-07-07 12-14-17;2025-07-07 12-14-36;2025-07-07 12-14-54;2025-07-07 12-15-12;2025-07-07 12-15-30;2025-07-07 12-15-49;2025-07-07 12-16-07;2025-07-07 12-16-25;2025-07-07 12-16-43;2025-07-07 12-17-02;2025-07-07 12-17-20;2025-07-07 12-17-39;2025-07-07 12-17-58;2025-07-07 12-18-16;2025-07-07 12-18-34;2025-07-07 12-18-52;2025-07-07 12-19-11;2025-07-07 12-19-29;2025-07-07 12-19-47;2025-07-07 12-20-06;2025-07-07 12-20-24;2025-07-07 12-20-42;2025-07-07 12-21-00;2025-07-07 12-21-18;2025-07-07 12-21-37
0.410;1.931700;1.891200;1.925400;1.898700;1.905000;1.900800;1.912100;1.897100;1.889500;1.912100;1.902100;1.885800;1.932900;1.885000;1.900400;1.885800;1.925900;1.896200;1.873700;1.889500;1.869500;1.883300;1.868300;1.881200;1.872900;1.885400;1.901200;1.910400;1.864500;1.893300;1.905800;1.912100;1.925900;1.878700;1.924600;1.901200;1.885000;1.881200;1.900400;1.875000;1.901600;1.912900;1.876200;1.916300;1.865800;1.892900;1.885800;1.872900;1.901200;1.909600;1.900800
0.420;1.926700;1.916300;1.917900;1.898700;1.890400;1.910000;1.923300;1.919200;1.886600;1.912100;1.909600;1.902100;1.932900;1.904600;1.903700;1.903300;1.931300;1.914600;1.895000;1.912900;1.886200;1.903300;1.872500;1.903700;1.902900;1.885400;1.898300;1.910000;1.872900;1.912500;1.905000;1.920000;1.954600;1.910400;1.909600;1.948400;1.933800;1.928300;1.875800;1.871600;1.912900;1.923800;1.876200;1.916300;1.907900;1.909600;1.885800;1.885000;1.914600;1.909600;1.900800
0.430;1.926700;1.916300;1.920800;1.886600;1.890400;1.910000;1.918700;1.900000;1.900000;1.926300;1.912500;1.902100;1.925000;1.917100;1.931300;1.895800;1.942500;1.914600;1.899100;1.921300;1.891700;1.903300;1.877900;1.903700;1.902900;1.902900;1.898300;1.916300;1.896200;1.912500;1.907900;1.915800;1.930400;1.910400;1.925000;1.912500;1.907100;1.912500;1.875800;1.897900;1.903300;1.942500;1.905400;1.889100;1.885400;1.902100;1.892000;1.907100;1.914600;1.904600;1.906600
0.440;1.921200;1.910400;1.916200;1.894100;1.877900;1.896600;1.927900;1.900800;1.900000;1.943400;1.901700;1.897900;1.928800;1.905400;1.907500;1.895800;1.942500;1.907900;1.902100;1.935400;1.891700;1.898700;1.898700;1.907900;1.899600;1.897100;1.886200;1.916300;1.890400;1.914200;1.887900;1.910800;1.944600;1.882500;1.925000;1.912500;1.907100;1.912500;1.911700;1.876600;1.903300;1.932900;1.887500;1.895800;1.885400;1.902100;1.897900;1.903700;1.933800;1.904600;1.902900
0.450;1.921200;1.912900;1.916200;1.872900;1.877900;1.892900;1.897900;1.882900;1.896200;1.925400;1.895000;1.888300;1.917900;1.930000;1.907500;1.903300;1.940900;1.907900;1.891200;1.915000;1.897100;1.898700;1.875000;1.898300;1.897500;1.895400;1.886200;1.915800;1.892900;1.905400;1.887900;1.904600;1.944600;1.907500;1.920800;1.931300;1.917500;1.925400;1.891200;1.876600;1.905800;1.949600;1.905000;1.882500;1.903300;1.890400;1.892500;1.903700;1.933800;1.892900;1.902900
0.460;1.902500;1.904100;1.891600;1.872900;1.880800;1.867500;1.902500;1.882900;1.896200;1.925400;1.895000;1.865400;1.917900;1.904600;1.892100;1.884100;1.940900;1.894200;1.881200;1.915000;1.897100;1.879600;1.886600;1.897900;1.885400;1.881200;1.872400;1.905800;1.890000;1.900000;1.881200;1.892500;1.921700;1.874100;1.892900;1.909200;1.917500;1.921700;1.886200;1.880000;1.891200;1.949600;1.905000;1.864100;1.900400;1.890400;1.892500;1.894100;1.904600;1.865400;1.884100
0.470;1.905400;1.882900;1.897100;1.862800;1.881200;1.867500;1.902500;1.870400;1.873700;1.912900;1.883300;1.865400;1.908700;1.904600;1.892100;1.876200;1.923800;1.884600;1.881200;1.915000;1.883300;1.879600;1.886600;1.897900;1.885400;1.871600;1.869500;1.903300;1.890000;1.900000;1.872900;1.892500;1.921700;1.874100;1.906700;1.895000;1.872400;1.885000;1.882900;1.880000;1.887100;1.927500;1.879600;1.878700;1.870000;1.874500;1.887100;1.894100;1.904600;1.885400;1.893700
0.480;1.894100;1.878300;1.881600;1.862800;1.872100;1.872500;1.890400;1.872400;1.864100;1.912900;1.882900;1.860800;1.908700;1.896700;1.877900;1.875400;1.912500;1.886200;1.880800;1.878300;1.882000;1.878300;1.863300;1.882900;1.866200;1.871600;1.862000;1.875400;1.869500;1.879100;1.867400;1.895000;1.925800;1.880400;1.868700;1.904600;1.895000;1.913300;1.847400;1.850400;1.882500;1.917500;1.879600;1.878700;1.890400;1.875400;1.875000;1.886200;1.893300;1.885400;1.893700
0.490;1.894100;1.878300;1.886200;1.856600;1.872100;1.872900;1.890400;1.853700;1.871200;1.907900;1.874100;1.860800;1.890400;1.897500;1.885800;1.864500;1.915400;1.886200;1.860800;1.878300;1.862000;1.878700;1.864500;1.882900;1.866200;1.867500;1.862000;1.888300;1.869500;1.879100;1.869100;1.891600;1.896200;1.880400;1.887900;1.872000;1.866600;1.876600;1.847400;1.872900;1.877900;1.910400;1.881200;1.855800;1.848300;1.853300;1.865400;1.876600;1.893300;1.852000;1.877500
0.500;1.911300;1.860800;1.900000;1.879100;1.882500;1.870800;1.897500;1.878300;1.871200;1.904100;1.882000;1.865800;1.902100;1.880400;1.872000;1.864500;1.915400;1.881600;1.876200;1.890400;1.862000;1.872000;1.861600;1.880400;1.864100;1.865400;1.887900;1.888300;1.862500;1.876600;1.881200;1.885800;1.919200;1.854500;1.887900;1.872000;1.866600;1.876600;1.842900;1.842000;1.877900;1.900400;1.858300;1.877900;1.848300;1.853300;1.875000;1.868300;1.879900;1.875800;1.874100
0.510;1.911300;1.866600;1.900000;1.895000;1.882500;1.870800;1.905800;1.894600;1.873300;1.890800;1.915400;1.892500;1.926700;1.895800;1.872000;1.873700;1.918300;1.881600;1.864100;1.874500;1.863700;1.883300;1.851200;1.878700;1.864500;1.864900;1.887900;1.874100;1.867900;1.869100;1.881200;1.920000;1.919200;1.880400;1.885800;1.902500;1.883300;1.895800;1.842900;1.842000;1.885000;1.915400;1.870800;1.885000;1.875400;1.886200;1.863700;1.880000;1.890000;1.884100;1.885800
0.520;1.920800;1.872900;1.911700;1.895000;1.909600;1.897100;1.935400;1.894600;1.873300;1.890800;1.915400;1.892500;1.926700;1.898300;1.906700;1.873700;1.918300;1.881200;1.884500;1.896700;1.863700;1.903300;1.867900;1.892900;1.875400;1.864900;1.910000;1.891600;1.866600;1.878700;1.908300;1.915400;1.945000;1.865800;1.895800;1.902500;1.904600;1.894100;1.864500;1.876200;1.899600;1.915400;1.870800;1.885800;1.869100;1.870400;1.863700;1.877000;1.878700;1.889100;1.898300
0.530;1.936700;1.902900;1.935900;1.910000;1.905800;1.897100;1.935400;1.896200;1.900000;1.918800;1.909600;1.892500;1.942100;1.898300;1.906700;1.892500;1.932900;1.902900;1.884500;1.896700;1.884500;1.903300;1.867900;1.892900;1.875400;1.898700;1.909100;1.929200;1.866600;1.878700;1.910800;1.915400;1.945000;1.865800;1.942900;1.921300;1.900400;1.898700;1.904600;1.876200;1.924600;1.922100;1.893700;1.910800;1.888300;1.909200;1.900800;1.877000;1.878700;1.919600;1.910000
0.540;1.937500;1.915800;1.931700;1.910000;1.921700;1.907900;1.932900;1.917100;1.891600;1.918800;1.929600;1.905800;1.942100;1.936700;1.902500;1.906600;1.929600;1.909600;1.906200;1.917500;1.910000;1.909200;1.887000;1.920400;1.907100;1.898700;1.920800;1.915000;1.892900;1.915400;1.925400;1.930400;1.958000;1.895400;1.919200;1.921300;1.935400;1.944200;1.885400;1.884500;1.923400;1.948800;1.893700;1.910800;1.920000;1.910000;1.900800;1.910800;1.920000;1.919600;1.910000
0.550;1.937500;1.915800;1.951700;1.917100;1.921700;1.925400;1.944600;1.920400;1.914200;1.930000;1.934600;1.905800;1.939600;1.915400;1.936700;1.915000;1.959600;1.909600;1.897100;1.917500;1.897100;1.922900;1.888700;1.920400;1.907100;1.904200;1.920800;1.953800;1.892900;1.915400;1.923300;1.944200;1.954600;1.895400;1.949600;1.921700;1.909600;1.917900;1.885400;1.905800;1.939600;1.940400;1.900400;1.902500;1.887000;1.905400;1.897500;1.910800;1.920000;1.890000;1.915400
0.560;1.944200;1.912100;1.928700;1.917500;1.909200;1.913800;1.948400;1.921700;1.914200;1.939600;1.916700;1.918300;1.938400;1.939600;1.920800;1.915000;1.959600;1.934600;1.918400;1.939600;1.897100;1.934200;1.906700;1.924600;1.907900;1.912100;1.888300;1.953800;1.902900;1.924600;1.907100;1.935900;1.967600;1.900800;1.949600;1.921700;1.909600;1.917900;1.910800;1.887000;1.939600;1.939600;1.895400;1.923300;1.887000;1.905400;1.914600;1.903300;1.920400;1.934600;1.933400
0.570;1.944200;1.933400;1.928700;1.887900;1.909200;1.913800;1.926700;1.892100;1.917100;1.942900;1.907900;1.904600;1.918800;1.939600;1.920800;1.938000;1.961300;1.934600;1.909600;1.931300;1.918700;1.924600;1.907100;1.930400;1.911300;1.919600;1.888300;1.951700;1.922500;1.934200;1.907100;1.920000;1.967600;1.921300;1.940000;1.930000;1.937100;1.954200;1.910800;1.887000;1.939200;1.963800;1.927900;1.896700;1.938400;1.892500;1.915800;1.928400;1.956700;1.899600;1.921700
0.580;1.908800;1.918300;1.909200;1.887900;1.905000;1.875400;1.919200;1.892100;1.917100;1.943800;1.892500;1.880000;1.900800;1.917100;1.922900;1.910800;1.961300;1.916700;1.893700;1.921300;1.918700;1.899100;1.908300;1.908800;1.890000;1.919600;1.890400;1.927500;1.906600;1.925000;1.891600;1.904200;1.929600;1.880000;1.917100;1.930000;1.899200;1.935800;1.913800;1.894100;1.910800;1.963800;1.927900;1.883300;1.909200;1.892500;1.915800;1.913700;1.922100;1.883700;1.900400
0.590;1.923300;1.901200;1.926700;1.884100;1.905800;1.875400;1.919200;1.881200;1.889500;1.901200;1.892500;1.880000;1.900800;1.917100;1.904600;1.905000;1.936700;1.909600;1.893700;1.921300;1.904200;1.899100;1.908300;1.908800;1.890000;1.874500;1.890400;1.913800;1.906600;1.925000;1.901200;1.904200;1.929600;1.880000;1.908300;1.908300;1.874100;1.911200;1.895800;1.894100;1.902900;1.938400;1.889100;1.909200;1.882900;1.890800;1.879500;1.913700;1.922100;1.910400;1.893300
0.600;1.937500;1.895000;1.922900;1.884100;1.912500;1.900800;1.920000;1.905800;1.874500;1.901200;1.922100;1.890800;1.942100;1.912900;1.896600;1.889600;1.936700;1.903700;1.872000;1.892100;1.890400;1.893300;1.874900;1.910400;1.882900;1.874500;1.901600;1.907100;1.881600;1.882500;1.894100;1.927100;1.941700;1.896700;1.901200;1.908300;1.918300;1.919600;1.862900;1.877500;1.913300;1.928000;1.889100;1.909200;1.899200;1.902500;1.879500;1.906700;1.900800;1.910400;1.893300
0.610;1.937500;1.899600;1.921700;1.892500;1.912500;1.889100;1.939200;1.862000;1.902900;1.917500;1.900400;1.890800;1.916300;1.922100;1.896600;1.915400;1.949600;1.903700;1.887500;1.892100;1.885400;1.913300;1.877900;1.910400;1.882900;1.891200;1.901600;1.932100;1.881600;1.882500;1.880800;1.900400;1.930800;1.896700;1.928800;1.920800;1.885000;1.905400;1.862900;1.900000;1.923300;1.937900;1.882900;1.884100;1.897500;1.892000;1.881200;1.895000;1.900800;1.887000;1.910400
0.620;1.932500;1.899600;1.922900;1.892000;1.897500;1.883700;1.925400;1.885800;1.902900;1.922100;1.889100;1.891200;1.922900;1.929200;1.902500;1.915400;1.949600;1.908300;1.882500;1.932900;1.885400;1.895000;1.885400;1.902500;1.872000;1.897100;1.902100;1.932100;1.892500;1.920800;1.895800;1.911700;1.945000;1.879900;1.928800;1.920800;1.899600;1.905400;1.879900;1.883300;1.923300;1.938000;1.873700;1.893700;1.897500;1.892000;1.900400;1.912900;1.927900;1.902900;1.907100
0.630;1.932500;1.897900;1.922900;1.889500;1.897500;1.883700;1.918800;1.891600;1.892500;1.908700;1.920800;1.897100;1.929600;1.929200;1.902500;1.896200;1.935900;1.908300;1.874900;1.896700;1.885400;1.900000;1.870000;1.892100;1.877500;1.895000;1.893700;1.907100;1.890000;1.890800;1.895800;1.922100;1.945000;1.895000;1.907100;1.937100;1.899600;1.936300;1.879900;1.883300;1.905400;1.934200;1.883300;1.885800;1.926700;1.884500;1.885000;1.897900;1.926700;1.891600;1.900000
0.640;1.930500;1.892500;1.930000;1.889500;1.907900;1.882500;1.934200;1.891600;1.892500;1.919600;1.894500;1.888300;1.917500;1.918800;1.908300;1.896200;1.938400;1.897500;1.892500;1.910400;1.885400;1.900000;1.886600;1.909600;1.876600;1.895000;1.904600;1.915000;1.878300;1.896600;1.900800;1.910000;1.945100;1.877900;1.908800;1.923800;1.901200;1.907100;1.901700;1.881200;1.912900;1.934200;1.883300;1.893300;1.887000;1.884500;1.897100;1.891700;1.907100;1.904100;1.905000
0.650;1.933800;1.912900;1.921200;1.893300;1.888300;1.882500;1.934200;1.887900;1.895800;1.914200;1.894500;1.888300;1.917500;1.918800;1.906200;1.915400;1.943400;1.911200;1.892500;1.910400;1.901700;1.900000;1.886600;1.909600;1.876600;1.894100;1.904600;1.932500;1.878300;1.896600;1.893300;1.910000;1.945100;1.877900;1.927100;1.937500;1.892100;1.911200;1.897500;1.881200;1.913300;1.923800;1.903700;1.889600;1.910400;1.907100;1.897100;1.891700;1.907100;1.902100;1.910400
0.660;1.911300;1.894100;1.901200;1.878700;1.892500;1.885800;1.911300;1.886600;1.891600;1.914200;1.895800;1.875400;1.921700;1.925800;1.897000;1.896200;1.935800;1.903300;1.892100;1.897000;1.897100;1.895000;1.883300;1.897500;1.873300;1.894100;1.865800;1.902500;1.884500;1.895400;1.883700;1.902500;1.931300;1.878300;1.883300;1.937500;1.903300;1.931300;1.872000;1.892500;1.904600;1.932500;1.903700;1.889600;1.910400;1.885000;1.896700;1.900400;1.915800;1.902100;1.910400
0.670;1.911300;1.894100;1.938000;1.890000;1.892500;1.889500;1.910000;1.891600;1.892500;1.923800;1.895400;1.875400;1.923300;1.901200;1.897000;1.893700;1.929200;1.903300;1.871200;1.897000;1.882900;1.868300;1.889100;1.895000;1.873300;1.884600;1.865800;1.919600;1.884500;1.895400;1.903300;1.912100;1.917900;1.878300;1.897500;1.902100;1.864500;1.885000;1.872000;1.893700;1.892900;1.919200;1.886200;1.882900;1.869500;1.877000;1.890400;1.890800;1.915800;1.864500;1.907100
0.680;1.955900;1.880800;1.933800;1.918800;1.920000;1.912900;1.933400;1.921300;1.892500;1.901200;1.920800;1.911700;1.949200;1.897100;1.897500;1.893700;1.929200;1.900800;1.873300;1.896200;1.882900;1.892900;1.874900;1.882000;1.862900;1.875000;1.908700;1.919600;1.879100;1.895400;1.912500;1.935400;1.954600;1.876600;1.897500;1.902100;1.915400;1.885000;1.870000;1.866200;1.892900;1.914200;1.870800;1.920000;1.869500;1.877000;1.885400;1.883300;1.912900;1.925800;1.907100
0.690;1.955900;1.901700;1.933800;1.909600;1.920000;1.913700;1.941300;1.905800;1.925400;1.913800;1.923700;1.923300;1.935000;1.928800;1.897500;1.915800;1.956700;1.900800;1.891600;1.904100;1.900000;1.911700;1.882900;1.918700;1.902500;1.915000;1.908300;1.915900;1.896700;1.895000;1.912500;1.927100;1.954600;1.915000;1.904600;1.956700;1.915400;1.910400;1.870000;1.866200;1.924200;1.945500;1.902100;1.902100;1.917900;1.898700;1.905400;1.894100;1.917900;1.907900;1.922500
0.700;1.946300;1.913300;1.928800;1.909600;1.916200;1.898300;1.945000;1.905800;1.925400;1.936300;1.901200;1.908800;1.935500;1.924200;1.935000;1.915800;1.956700;1.922100;1.906300;1.939600;1.900000;1.910000;1.919200;1.931300;1.891600;1.915000;1.915800;1.935000;1.908700;1.929600;1.902500;1.917900;1.952100;1.900000;1.922900;1.942500;1.904600;1.902500;1.925400;1.900400;1.932500;1.945500;1.902100;1.907900;1.903300;1.898700;1.920400;1.925000;1.928800;1.917100;1.926300
0.710;1.945000;1.920400;1.935000;1.896200;1.900800;1.898300;1.945000;1.907900;1.910800;1.922100;1.901200;1.908800;1.935500;1.924200;1.925400;1.930400;1.945900;1.921700;1.906300;1.939600;1.920400;1.910000;1.919200;1.931300;1.891600;1.914600;1.915800;1.928300;1.908700;1.929600;1.900000;1.917900;1.952100;1.914600;1.931700;1.947900;1.910800;1.935000;1.909600;1.900400;1.920800;1.943800;1.910400;1.907500;1.929600;1.923300;1.920400;1.925000;1.928800;1.917100;1.925000
0.720;1.917900;1.914200;1.917500;1.896200;1.895800;1.907100;1.933800;1.902500;1.911700;1.922100;1.909200;1.881200;1.933800;1.937500;1.924600;1.907500;1.945500;1.908700;1.888700;1.924600;1.908300;1.906700;1.897100;1.917900;1.893700;1.914600;1.890000;1.916700;1.899100;1.911300;1.890400;1.919200;1.943800;1.901700;1.910800;1.947900;1.920000;1.940400;1.898700;1.903300;1.916700;1.944600;1.910400;1.907500;1.929600;1.900400;1.899600;1.926700;1.916300;1.917100;1.925000
0.730;1.917900;1.914200;1.902900;1.878700;1.895800;1.868700;1.941300;1.868300;1.904600;1.935400;1.870400;1.881200;1.903700;1.921700;1.924600;1.910800;1.932500;1.908700;1.897900;1.924600;1.904200;1.892900;1.906700;1.917900;1.893700;1.918300;1.890000;1.924200;1.899100;1.911300;1.861200;1.888700;1.927100;1.901700;1.926300;1.922100;1.885400;1.917500;1.898700;1.910800;1.912100;1.936300;1.901200;1.872500;1.903300;1.887100;1.904200;1.916300;1.916300;1.878700;1.902100
0.740;1.879900;1.912900;1.872900;1.851200;1.849100;1.852000;1.903700;1.859100;1.904600;1.914200;1.858300;1.866200;1.891200;1.908700;1.883300;1.910800;1.932500;1.885800;1.881600;1.925400;1.904200;1.870000;1.894100;1.898300;1.878300;1.890000;1.866200;1.924200;1.896200;1.900400;1.852400;1.877100;1.903700;1.884500;1.926300;1.922100;1.895400;1.917500;1.854500;1.869500;1.912100;1.922900;1.892100;1.858700;1.903300;1.887100;1.890000;1.912500;1.936700;1.883700;1.902100
0.750;1.879900;1.885800;1.872900;1.852000;1.849100;1.852000;1.889600;1.844500;1.859500;1.891200;1.859100;1.849900;1.880800;1.876200;1.883300;1.850800;1.885800;1.885800;1.849900;1.876200;1.857900;1.843700;1.867000;1.873300;1.859100;1.874100;1.839900;1.874600;1.877900;1.869500;1.852400;1.876200;1.903700;1.867500;1.867400;1.917100;1.895400;1.930000;1.854500;1.869500;1.868700;1.895400;1.875800;1.842000;1.907100;1.837400;1.855800;1.912500;1.909600;1.833300;1.857500
0.760;1.892100;1.852400;2.112300;1.852000;1.875000;1.952100;1.896200;1.844500;1.859500;1.873700;1.924600;1.856600;1.958800;1.859500;1.872500;1.850800;1.885800;1.854900;1.855800;1.875800;1.857900;1.838700;1.855400;1.860800;1.826600;1.874100;1.865400;1.872000;1.836600;1.855800;1.858700;1.930900;1.900000;1.835300;1.870400;1.873300;1.844500;1.879600;1.862000;1.835800;1.873700;1.895400;1.875800;1.896200;1.846600;1.837400;1.851600;1.847900;1.874600;1.872900;1.871200
0.770;;1.867000;;;2.093100;;1.896200;2.200300;1.859900;1.868700;1.924600;1.856600;;1.859500;1.863700;1.873300;1.883300;1.867000;1.855800;1.875800;1.852900;1.838700;1.855400;1.860800;1.857000;1.870000;;1.874600;1.836600;1.855800;;;1.900000;1.882000;1.878700;1.918800;1.869100;1.876600;1.845800;1.835800;1.886600;1.876600;1.866600;;1.877900;1.880800;1.851600;1.847900;1.874600;;1.923400
0.780;;1.933400;;;;;2.113100;;;1.868700;;;;1.883300;1.968800;1.922900;1.959200;;1.862000;1.962100;1.859500;1.906700;1.842800;;1.857000;1.870000;;2.092700;1.938800;1.957600;;;2.119400;1.882000;2.114800;2.160700;2.097300;1.889600;1.924200;1.870800;2.137300;1.896200;1.866600;;1.920400;;1.855000;1.856200;1.947100;;1.923400
0.790;;2.198700;;;;;;;;1.972600;;;;;1.968800;;;;;1.962100;2.114400;;1.935000;;;2.122300;;;;;;;;;;;;2.127300;;2.089400;;2.137800;1.948400;;2.206600;;;1.933400;1.947100;;
