TimeStamp;2025-07-07 12-02-39;2025-07-07 12-02-57;2025-07-07 12-03-15;2025-07-07 12-02-45;2025-07-07 12-03-03;2025-07-07 12-03-22;2025-07-07 12-03-40;2025-07-07 12-03-58;2025-07-07 12-03-33;2025-07-07 12-03-52;2025-07-07 12-04-10;2025-07-07 12-04-28;2025-07-07 12-04-46;2025-07-07 12-05-05;2025-07-07 12-05-23;2025-07-07 12-05-41;2025-07-07 12-04-16;2025-07-07 12-04-34;2025-07-07 12-04-53;2025-07-07 12-05-11;2025-07-07 12-05-29;2025-07-07 12-05-47;2025-07-07 12-06-06;2025-07-07 12-05-59;2025-07-07 12-06-18;2025-07-07 12-06-36;2025-07-07 12-06-54;2025-07-07 12-07-12;2025-07-07 12-07-31;2025-07-07 12-07-49;2025-07-07 12-08-07;2025-07-07 12-08-25;2025-07-07 12-08-43;2025-07-07 12-09-02;2025-07-07 12-09-20;2025-07-07 12-09-38;2025-07-07 12-09-57;2025-07-07 12-10-15;2025-07-07 12-10-33;2025-07-07 12-10-51;2025-07-07 12-11-10;2025-07-07 12-11-28;2025-07-07 12-11-46;2025-07-07 12-12-04;2025-07-07 12-12-23;2025-07-07 12-12-41;2025-07-07 12-12-59;2025-07-07 12-13-17;2025-07-07 12-13-35;2025-07-07 12-13-53;2025-07-07 12-14-11;2025-07-07 12-14-29;2025-07-07 12-14-48;2025-07-07 12-15-06;2025-07-07 12-15-24;2025-07-07 12-15-42;2025-07-07 12-16-00;2025-07-07 12-16-19;2025-07-07 12-16-37;2025-07-07 12-16-55;2025-07-07 12-17-14;2025-07-07 12-17-32;2025-07-07 12-17-51;2025-07-07 12-18-10;2025-07-07 12-18-28;2025-07-07 12-18-46;2025-07-07 12-19-04;2025-07-07 12-19-22;2025-07-07 12-19-41;2025-07-07 12-19-59;2025-07-07 12-20-17;2025-07-07 12-20-36;2025-07-07 12-20-54;2025-07-07 12-21-12;2025-07-07 12-21-30;2025-07-07 12-21-48
0.110;0.997900;0.778500;0.880900;1.868300;1.831600;1.833300;1.852000;1.849900;1.158300;1.238700;1.658500;1.030600;0.920600;0.949300;1.040700;0.807200;1.842900;1.816200;1.838700;1.839900;1.824100;1.824500;1.844900;0.847600;0.954500;0.883000;0.953900;1.104200;0.905000;0.765100;0.969200;0.813300;1.520400;0.938300;1.088300;0.950200;0.932500;1.013200;0.842400;1.407000;1.117400;0.639200;0.792000;0.854300;0.998500;0.849400;0.865900;1.540600;0.917500;1.330900;0.862500;1.077900;1.596200;0.778500;0.807800;0.941100;0.963700;0.947200;1.418300;1.192200;1.003100;0.902000;1.017800;0.835100;0.867100;1.425700;1.128700;0.687200;0.873800;1.013800;1.307400;0.689300;1.400300;0.763200;0.920600;1.024800
0.120;0.641000;0.778500;0.880900;1.861600;1.874100;1.865400;1.900400;1.831200;0.817600;0.577500;0.671300;0.718000;0.572000;0.590600;0.659600;0.533200;1.832400;1.836600;1.867900;1.838700;1.833700;1.835400;1.845800;0.545100;0.596700;0.564000;0.390200;0.821300;0.326300;0.765100;0.969200;0.813300;0.622100;0.575300;0.505300;0.594300;0.580500;0.642500;0.842400;0.916600;0.818200;0.377300;0.491300;0.854300;0.639200;0.551200;0.297300;0.671900;0.596100;0.542300;0.552100;0.791000;0.623600;0.778500;0.807800;0.941100;0.640400;0.609500;0.577200;0.552700;0.651400;0.565200;1.017800;0.835100;0.546300;0.617800;0.801700;0.404800;0.556700;0.661800;0.546900;0.689300;0.913600;0.509600;0.590000;0.667300
0.130;0.382500;0.292400;0.571000;1.861600;1.880000;1.869100;1.898300;1.877100;0.519700;0.577500;0.671300;0.395000;0.339700;0.590600;0.416100;0.533200;1.870400;1.836600;1.867900;1.860400;1.833700;1.854100;1.845800;0.292000;0.362700;0.302800;0.390200;0.503200;0.326300;0.502300;0.593300;0.508700;0.622100;0.366900;0.505300;0.347400;0.580500;0.642500;0.529800;0.601600;0.524000;0.377300;0.262400;0.300600;0.406900;0.293600;0.297300;0.671900;0.338200;0.542300;0.552100;0.491600;0.623600;0.498600;0.499500;0.332400;0.345200;0.327800;0.577200;0.552700;0.420400;0.316800;0.410900;0.521200;0.308600;0.617800;0.520900;0.404800;0.556700;0.397800;0.546900;0.428900;0.582700;0.246200;0.365400;0.405700
0.140;0.280100;0.292400;0.335800;1.899600;1.880000;1.869100;1.898300;1.877900;0.281700;0.329100;0.395600;0.260300;0.242900;0.348300;0.310100;0.208700;1.868300;1.866200;1.881600;1.870800;1.867400;1.872400;1.864100;0.292000;0.288100;0.207400;0.287500;0.344000;0.228800;0.247800;0.348000;0.278300;0.321700;0.366900;0.324100;0.347400;0.348000;0.293900;0.288100;0.348000;0.524000;0.172300;0.262400;0.300600;0.318300;0.293600;0.199200;0.384400;0.338200;0.300300;0.217200;0.325400;0.388000;0.264600;0.326900;0.332400;0.267900;0.229100;0.361100;0.314700;0.420400;0.215700;0.410900;0.269500;0.308600;0.372700;0.520900;0.254500;0.304900;0.306100;0.294200;0.337900;0.328100;0.246200;0.304300;0.327500
0.150;0.141100;0.207100;0.251700;1.899600;1.896200;1.905000;1.940000;1.908700;0.281700;0.294500;0.315300;0.171700;0.146900;0.257900;0.217800;0.208700;1.898300;1.883300;1.902900;1.870800;1.867400;1.894100;1.891200;0.082100;0.288100;0.207400;0.141100;0.344000;0.115800;0.219000;0.273700;0.215700;0.244100;0.286600;0.215700;0.172300;0.249300;0.293900;0.190000;0.308000;0.219000;0.172300;0.205600;0.252000;0.203400;0.233100;0.098300;0.255100;0.284100;0.208300;0.217200;0.224200;0.289000;0.212300;0.227300;0.265200;0.173800;0.134100;0.300300;0.249300;0.212300;0.215700;0.341900;0.225700;0.212000;0.301200;0.199200;0.173500;0.269400;0.195500;0.195200;0.222700;0.236400;0.190300;0.304300;0.205600
0.160;0.112700;0.081200;0.251700;1.935400;1.915400;1.904600;1.940000;1.923400;0.221500;0.141700;0.209000;0.059500;0.115800;0.169200;0.217800;0.063800;1.911300;1.903300;1.930400;1.907900;1.898300;1.894100;1.904600;0.082100;0.178100;0.085500;0.106600;0.226100;0.085200;0.060200;0.154600;0.215700;0.128300;0.172900;0.124900;0.172300;0.157900;0.203200;0.081500;0.195200;0.219000;0.070600;0.016500;0.151800;0.203400;0.101700;0.078200;0.158200;0.157000;0.074500;0.085200;0.121600;0.185100;0.045200;0.116100;0.146900;0.173800;0.134100;0.185400;0.116100;0.212300;0.097100;0.228200;0.044900;0.080300;0.203800;0.199200;0.054600;0.133200;0.195500;0.074500;0.222700;0.236400;0.040300;0.136500;0.130400
0.170;0.112700;0.094100;0.117000;1.928400;1.897900;1.899500;1.923800;1.923400;0.044200;0.141700;0.209000;0.059500;0.115800;0.145400;0.111800;0.089200;1.911300;1.903300;1.907100;1.907900;1.898300;1.902900;1.916300;0.074800;0.163700;0.085500;0.106600;0.140800;0.085200;0.063800;0.148500;0.101100;0.128300;0.152100;0.124900;0.142700;0.134700;0.110900;0.067200;0.195200;0.055900;0.062600;0.073000;0.168300;0.117000;0.131900;0.078200;0.158200;0.146300;0.074500;0.088900;0.121600;0.185100;0.071800;0.176900;0.132600;0.080900;0.073900;0.185400;0.116100;0.109000;0.097100;0.128000;0.098300;0.093100;0.203800;0.066000;0.067500;0.164600;0.112100;0.071200;0.104800;0.100500;0.069600;0.136500;0.130400
0.180;0.102900;0.094100;0.117000;1.925400;1.884600;1.883300;1.912100;1.895400;0.065000;0.068400;0.078200;0.089200;0.093200;0.115400;0.076300;0.016500;1.884600;1.897500;1.886600;1.912900;1.922100;1.892100;1.907500;0.078200;0.125800;0.079100;0.049400;0.187000;0.075400;0.063800;0.148500;0.101100;0.044300;0.106900;0.114200;0.116700;0.106900;0.076000;0.067200;0.143600;0.105400;0.001500;0.017700;0.056500;0.086700;0.054300;0.017400;0.086700;0.120000;0.075400;0.076000;0.176600;0.060800;0.071800;0.176900;0.132600;0.053100;0.040000;0.127400;0.062300;0.091300;0.080900;0.128000;0.098300;0.083400;0.133800;0.098000;0.014900;0.064700;0.078200;0.076400;0.104800;0.100500;0.006700;0.128900;0.098000
0.190;0.014000;0.033300;0.045800;1.925400;1.871200;1.871200;1.889100;1.889500;0.006000;0.068400;0.078200;0.008800;0.009700;0.115400;0.044900;0.016500;1.875400;1.897500;1.886600;1.897900;1.902100;1.860000;1.907500;0.037500;0.023500;0.038800;0.049400;0.107500;0.016500;0.006100;0.118200;0.007600;0.044300;0.063500;0.114200;0.011300;0.106900;0.076000;0.039700;0.133800;0.026800;0.001500;0.012200;0.069900;0.051300;0.045500;0.017400;0.086700;0.031700;0.075400;0.076000;0.104500;0.060800;0.009700;0.113600;0.003900;0.023200;0.028100;0.127400;0.062300;0.070200;0.022600;0.057100;0.018300;0.027800;0.133800;0.013400;0.014900;0.064700;0.011300;0.076400;0.094400;0.092200;0.003000;0.047900;0.042100
0.200;0.020100;0.033300;0.034800;1.890000;1.871200;1.871200;1.889100;1.869100;0.008800;0.076400;0.009100;0.030500;0.013700;0.013700;0.085800;0.004000;1.855800;1.875400;1.871600;1.875400;1.878300;1.860300;1.882900;0.037500;0.082500;0.002100;0.083400;0.051000;0.008200;0.008800;0.009700;0.024700;0.037500;0.063500;0.039100;0.011300;0.018900;0.087000;0.039700;0.040600;0.026500;0.061100;0.012200;0.069900;0.105100;0.045500;0.013700;0.042100;0.071200;0.044900;0.032000;0.047600;0.035700;0.009800;0.032300;0.003900;0.055900;0.019200;0.047900;0.064100;0.070200;0.009100;0.057100;0.012800;0.027800;0.050400;0.017400;0.041200;0.066300;0.085200;0.040300;0.122200;0.026200;0.003000;0.098300;0.110900
0.210;0.018000;0.007600;0.013100;1.890000;1.872500;1.877900;1.892100;1.868700;0.008800;0.077600;0.073900;0.009100;0.023800;0.039400;0.008200;0.004000;1.872400;1.873300;1.874100;1.875400;1.878300;1.859500;1.882900;0.030200;0.082500;0.002100;0.027800;0.051000;0.008200;0.000600;0.050400;0.012200;0.032600;0.091000;0.062300;0.058300;0.032700;0.087000;0.021000;0.101700;0.025600;0.023800;0.004800;0.066000;0.010100;0.020700;0.019800;0.055000;0.071200;0.001800;0.004200;0.064700;0.082500;0.015900;0.076300;0.049500;0.022000;0.053700;0.090100;0.041200;0.027100;0.009100;0.116700;0.014300;0.000600;0.092800;0.000600;0.013100;0.083700;0.010600;0.007900;0.026200;0.003300;0.010300;0.098300;0.017100
0.220;0.035400;0.079400;0.013100;1.900800;1.865400;1.859900;1.892100;1.868300;0.004800;0.013700;0.000900;0.076600;0.017400;0.058900;0.008200;0.085800;1.855800;1.866200;1.867900;1.866600;1.870400;1.859500;1.886600;0.030200;0.054100;0.041800;0.002700;0.059500;0.031100;0.090400;0.036600;0.012200;0.052800;0.061100;0.012500;0.058300;0.042700;0.000600;0.031400;0.101700;0.025600;0.032000;0.122500;0.000600;0.010100;0.039100;0.039100;0.025300;0.058300;0.038500;0.025000;0.064700;0.003300;0.095000;0.021300;0.033300;0.022000;0.053700;0.069000;0.032000;0.027100;0.029600;0.038400;0.104800;0.024100;0.088600;0.000600;0.080600;0.006100;0.010600;0.029000;0.026200;0.003300;0.102300;0.008800;0.012200
0.230;0.035400;0.024100;0.056800;1.887000;1.867400;1.880400;1.907500;1.868300;0.104800;0.013700;0.000900;0.076600;0.017400;0.012200;0.001500;0.050700;1.855800;1.866200;1.875400;1.866600;1.870400;1.847000;1.877000;0.050100;0.022900;0.041800;0.002700;0.018000;0.031100;0.021300;0.019500;0.056800;0.052800;0.022000;0.012500;0.015500;0.005500;0.004500;0.056200;0.069600;0.072700;0.018300;0.030200;0.130100;0.001500;0.095600;0.039100;0.017700;0.013700;0.038500;0.033900;0.008800;0.003300;0.027100;0.086400;0.004900;0.028100;0.032000;0.069000;0.032000;0.001500;0.029600;0.009400;0.068100;0.032700;0.088600;0.084000;0.036900;0.120300;0.005500;0.038100;0.061100;0.025300;0.030800;0.008800;0.012200
0.240;0.011000;0.024100;0.056800;1.905400;1.895400;1.882100;1.925800;1.872900;0.014900;0.006400;0.031700;0.014600;0.015800;0.048200;0.023500;0.028100;1.875400;1.875800;1.902900;1.875300;1.868300;1.870800;1.895800;0.016200;0.055000;0.008200;0.009400;0.073600;0.008200;0.021300;0.019500;0.056800;0.002400;0.042100;0.078500;0.035700;0.032000;0.026200;0.000300;0.029000;0.072700;0.063200;0.058900;0.130100;0.030500;0.003300;0.051300;0.053400;0.057100;0.011000;0.011300;0.083100;0.014300;0.027100;0.086400;0.004900;0.018600;0.014300;0.054700;0.015800;0.048600;0.003300;0.009400;0.068100;0.018900;0.066600;0.054000;0.005800;0.022600;0.036000;0.006400;0.061100;0.025300;0.049100;0.063800;0.045500
0.250;0.074500;0.074200;0.023800;1.905400;1.884600;1.870800;1.910000;1.895400;0.051600;0.006400;0.031700;0.038200;0.042400;0.048200;0.030200;0.028100;1.889100;1.875800;1.902900;1.885800;1.867900;1.876200;1.895800;0.065600;0.015200;0.072700;0.009400;0.078500;0.046700;0.037900;0.045200;0.036300;0.002400;0.021700;0.078500;0.025000;0.032000;0.026200;0.000300;0.075100;0.026800;0.063200;0.043600;0.004800;0.000200;0.016200;0.051300;0.053400;0.013700;0.011000;0.062000;0.078200;0.014300;0.039400;0.098000;0.034800;0.079100;0.085500;0.054700;0.015800;0.007000;0.053400;0.018000;0.026800;0.056800;0.066600;0.027800;0.005800;0.022600;0.046700;0.006400;0.026800;0.007000;0.049100;0.010300;0.026200
0.260;0.033900;0.074200;0.029000;1.902900;1.884600;1.870800;1.910000;1.874900;0.053100;0.003900;0.058600;0.064400;0.029300;0.031700;0.045200;0.032700;1.872900;1.882900;1.891200;1.885800;1.888300;1.877500;1.895000;0.065600;0.038100;0.049100;0.056800;0.017400;0.048900;0.055900;0.034500;0.032100;0.104100;0.021700;0.013700;0.025000;0.019500;0.032000;0.064400;0.005100;0.026800;0.039400;0.043600;0.004800;0.072400;0.016200;0.045800;0.029300;0.032600;0.065700;0.062000;0.007000;0.022900;0.041500;0.007300;0.034800;0.022300;0.007300;0.020400;0.009100;0.007000;0.052800;0.018000;0.036300;0.056800;0.005500;0.036000;0.074800;0.067800;0.044300;0.074200;0.098000;0.057100;0.056500;0.062900;0.081500
0.270;0.042400;0.008800;0.022300;1.902900;1.875400;1.873700;1.910000;1.871600;0.053100;0.069000;0.037300;0.002400;0.007600;0.000200;0.005500;0.032700;1.868300;1.887100;1.883300;1.885800;1.888300;1.860400;1.895000;0.036300;0.038100;0.049100;0.040000;0.017400;0.048900;0.008800;0.014300;0.000900;0.009100;0.051300;0.045800;0.040900;0.005100;0.032000;0.048200;0.063200;0.007600;0.047900;0.014900;0.057100;0.001200;0.005800;0.024700;0.024100;0.032600;0.026900;0.032300;0.043000;0.045200;0.003300;0.060200;0.016100;0.025000;0.047600;0.045200;0.025900;0.007900;0.052800;0.084900;0.006700;0.031100;0.063800;0.025600;0.007000;0.067800;0.022900;0.048500;0.010000;0.047000;0.018900;0.062900;0.000900
0.280;0.027100;0.092900;0.022300;1.887500;1.887500;1.873700;1.910000;1.886200;0.019500;0.016200;0.021000;0.089800;0.010300;0.051000;0.005500;0.093500;1.879500;1.872900;1.896200;1.872000;1.864500;1.860400;1.868300;0.036300;0.038400;0.036600;0.005800;0.034200;0.037300;0.096500;0.021300;0.000900;0.059500;0.063800;0.027800;0.040900;0.031400;0.009400;0.034800;0.063200;0.007600;0.036300;0.137800;0.005200;0.001200;0.060500;0.034500;0.040000;0.048200;0.039400;0.029000;0.043000;0.014000;0.091900;0.029300;0.024700;0.025000;0.047600;0.075100;0.045500;0.007900;0.040000;0.025000;0.107200;0.045800;0.064700;0.025600;0.085500;0.009700;0.022900;0.047900;0.010000;0.047000;0.108400;0.005400;0.010300
0.290;0.027100;0.028100;0.054900;1.901200;1.889100;1.883700;1.920800;1.886200;0.128900;0.016200;0.021000;0.089800;0.010300;0.010600;0.000900;0.036000;1.879500;1.872900;1.889500;1.872000;1.864500;1.876200;1.898700;0.059800;0.023200;0.036600;0.005800;0.007900;0.037300;0.019800;0.019800;0.055600;0.047600;0.019200;0.027800;0.009700;0.002400;0.008200;0.045500;0.066300;0.106300;0.008500;0.027200;0.125800;0.003300;0.087600;0.034500;0.027200;0.015900;0.039400;0.043100;0.070800;0.014000;0.014000;0.065900;0.002100;0.031400;0.031400;0.075100;0.101700;0.003600;0.040000;0.011600;0.055300;0.026900;0.064700;0.091600;0.041800;0.117300;0.008200;0.042700;0.051900;0.007300;0.022600;0.005400;0.010300
0.300;0.003300;0.028100;0.054900;1.915000;1.886200;1.873700;1.914600;1.882400;0.011000;0.015800;0.025300;0.012800;0.014900;0.031400;0.017100;0.018000;1.887100;1.884100;1.889500;1.897100;1.885800;1.885400;1.890800;0.003600;0.047600;0.006400;0.009400;0.071500;0.054000;0.019800;0.031400;0.055600;0.000600;0.039100;0.072400;0.034200;0.032400;0.023800;0.003600;0.022900;0.066600;0.062000;0.051900;0.125800;0.028100;0.009100;0.047600;0.051600;0.048900;0.034200;0.010300;0.070800;0.009100;0.029900;0.065900;0.002100;0.012800;0.002400;0.041500;0.019500;0.040900;0.019500;0.011600;0.055300;0.007000;0.051900;0.050100;0.001800;0.025600;0.022300;0.003000;0.051900;0.025300;0.041800;0.061100;0.042400
0.310;0.062600;0.076300;0.018300;1.915000;1.874100;1.873300;1.903300;1.885800;0.041800;0.015800;0.025300;0.044900;0.055000;0.031400;0.022300;0.018000;1.880400;1.884100;1.890400;1.885000;1.888300;1.862400;1.890800;0.069000;0.020100;0.067800;0.009400;0.080900;0.054000;0.028400;0.031400;0.024700;0.000600;0.013100;0.072400;0.030800;0.032400;0.023800;0.003600;0.075100;0.023500;0.062000;0.047900;0.005800;0.012800;0.025600;0.047600;0.051600;0.015800;0.001500;0.063800;0.084000;0.009100;0.029900;0.088900;0.040600;0.078500;0.091600;0.041500;0.019500;0.009700;0.058600;0.010300;0.019500;0.078800;0.051900;0.014300;0.001800;0.025600;0.044300;0.003000;0.023800;0.014000;0.041800;0.011600;0.030500
