TimeStamp;2025-07-07 12-02-39;2025-07-07 12-02-57;2025-07-07 12-03-15;2025-07-07 12-03-33;2025-07-07 12-03-52;2025-07-07 12-04-10;2025-07-07 12-04-28;2025-07-07 12-04-46;2025-07-07 12-05-05;2025-07-07 12-05-23;2025-07-07 12-05-41;2025-07-07 12-05-59;2025-07-07 12-06-18;2025-07-07 12-06-36;2025-07-07 12-06-54;2025-07-07 12-07-12;2025-07-07 12-07-31;2025-07-07 12-07-49;2025-07-07 12-08-07;2025-07-07 12-08-25;2025-07-07 12-08-43;2025-07-07 12-09-02;2025-07-07 12-09-20;2025-07-07 12-09-38;2025-07-07 12-09-57;2025-07-07 12-10-15;2025-07-07 12-10-33;2025-07-07 12-10-51;2025-07-07 12-11-10;2025-07-07 12-11-28;2025-07-07 12-11-46;2025-07-07 12-12-04;2025-07-07 12-12-23;2025-07-07 12-12-41;2025-07-07 12-12-59;2025-07-07 12-13-17;2025-07-07 12-13-35;2025-07-07 12-13-53;2025-07-07 12-14-11;2025-07-07 12-14-29;2025-07-07 12-14-48;2025-07-07 12-15-06;2025-07-07 12-15-24;2025-07-07 12-15-42;2025-07-07 12-16-00;2025-07-07 12-16-19;2025-07-07 12-14-24;2025-07-07 12-14-43;2025-07-07 12-15-01;2025-07-07 12-15-19;2025-07-07 12-15-38;2025-07-07 12-15-56;2025-07-07 12-16-14;2025-07-07 12-16-32;2025-07-07 12-16-50;2025-07-07 12-16-37;2025-07-07 12-16-55;2025-07-07 12-17-14;2025-07-07 12-17-32;2025-07-07 12-17-51;2025-07-07 12-17-09;2025-07-07 12-17-27;2025-07-07 12-17-47;2025-07-07 12-18-10;2025-07-07 12-18-28;2025-07-07 12-18-46;2025-07-07 12-19-04;2025-07-07 12-19-22;2025-07-07 12-19-41;2025-07-07 12-19-59;2025-07-07 12-20-17;2025-07-07 12-20-36;2025-07-07 12-20-54;2025-07-07 12-21-12;2025-07-07 12-21-30;2025-07-07 12-21-48
0.110;0.312500;0.066200;0.061000;0.016400;0.092500;0.068900;0.023000;0.054400;0.311800;0.193000;0.063600;0.030800;0.055100;0.066200;0.022300;0.113500;0.291400;0.213300;0.066200;0.030200;0.041400;0.068200;0.022300;0.120100;0.289500;0.211400;0.057000;0.137900;0.092500;0.062300;0.029500;0.111600;0.300000;0.062900;0.057000;0.142500;0.072100;0.079400;0.032800;0.112900;0.301300;0.053100;0.054400;0.021000;0.089200;0.066200;1.870400;1.839500;1.860400;1.820800;1.824500;1.835400;1.842400;1.835800;1.854900;0.029500;0.107600;0.290800;0.053100;0.074800;1.849100;1.819500;1.832000;0.017000;0.082000;0.057000;0.027600;0.114900;0.289500;0.046000;0.071500;0.027600;0.080000;0.063600;0.020300;0.044600
0.120;0.312500;0.066200;0.061000;0.015700;0.095100;0.068900;0.022300;0.054400;0.313800;0.192300;0.064300;0.030200;0.054400;0.068900;0.024300;0.114200;0.292700;0.213300;0.066200;0.030200;0.040000;0.068900;0.023000;0.120100;0.288800;0.212000;0.057000;0.137200;0.091900;0.059700;0.027600;0.111600;0.301900;0.064300;0.055700;0.146400;0.068900;0.080700;0.028900;0.118800;0.299300;0.053100;0.054400;0.021000;0.094500;0.066900;1.909200;1.890400;1.840800;1.820800;1.889500;1.824900;1.840400;1.901200;1.854900;0.028900;0.104300;0.294100;0.049900;0.074800;1.830700;1.862400;1.832000;0.017000;0.083300;0.057700;0.026200;0.117500;0.288800;0.045300;0.069500;0.027600;0.083300;0.060300;0.017700;0.046600
0.130;0.312500;0.069500;0.061600;0.017000;0.093200;0.068900;0.022300;0.054400;0.313800;0.192300;0.064300;0.030800;0.054400;0.068200;0.024300;0.114200;0.292700;0.212000;0.067500;0.028200;0.040000;0.067500;0.023000;0.118800;0.288800;0.212000;0.056400;0.137900;0.091200;0.059700;0.030200;0.109600;0.302600;0.061000;0.055700;0.146400;0.073500;0.080700;0.028900;0.116200;0.299300;0.050500;0.055700;0.019700;0.089900;0.066200;1.852900;1.890400;1.899600;1.889600;1.889500;1.894600;1.891600;1.881600;1.847800;0.028900;0.104300;0.292700;0.049900;0.072800;1.900000;1.862400;1.874100;0.017700;0.082000;0.057700;0.025600;0.117500;0.288800;0.048600;0.069500;0.025600;0.082700;0.061600;0.018400;0.048600
0.140;0.311800;0.069500;0.061600;0.016400;0.093800;0.068200;0.022300;0.055100;0.313100;0.192300;0.064300;0.030800;0.055100;0.067500;0.021600;0.114200;0.290100;0.213300;0.068200;0.028900;0.042000;0.067500;0.023000;0.118800;0.289500;0.211400;0.056400;0.136500;0.091200;0.061600;0.030200;0.109600;0.298000;0.061000;0.054400;0.147700;0.073500;0.078100;0.028200;0.116800;0.300000;0.050500;0.056400;0.019700;0.092500;0.065600;1.842000;1.847400;1.865800;1.849500;1.837400;1.894600;1.891600;1.881600;1.921700;0.028200;0.107600;0.292700;0.053100;0.072800;1.900000;1.864900;1.874100;0.018400;0.082000;0.055100;0.025600;0.114900;0.290800;0.046000;0.072100;0.024300;0.082000;0.061600;0.018400;0.045300
0.150;0.313100;0.066200;0.061000;0.016400;0.093200;0.069500;0.023000;0.053800;0.312500;0.193600;0.064300;0.029500;0.055100;0.067500;0.023000;0.114200;0.290800;0.212700;0.068900;0.028200;0.040700;0.067500;0.023000;0.120100;0.288800;0.211400;0.055700;0.137200;0.091900;0.061600;0.027600;0.110900;0.303900;0.062300;0.053100;0.145700;0.067500;0.081300;0.028200;0.118100;0.296700;0.051200;0.054400;0.020300;0.090500;0.066900;1.842000;1.837400;1.812800;1.837400;1.824900;1.868300;1.850400;1.814100;1.854900;0.028900;0.103700;0.293400;0.053100;0.074100;1.817800;1.842000;1.842500;0.017700;0.084600;0.059000;0.024900;0.116800;0.288800;0.046600;0.068900;0.028200;0.082000;0.061600;0.018400;0.049900
0.160;0.313100;0.066900;0.061000;0.016400;0.094500;0.068900;0.023000;0.053800;0.313800;0.193600;0.064300;0.029500;0.055700;0.066900;0.021600;0.115500;0.291400;0.212700;0.065600;0.028200;0.042000;0.066900;0.023600;0.120100;0.289500;0.209400;0.057700;0.137900;0.091900;0.061000;0.026900;0.111600;0.303900;0.065600;0.056400;0.146400;0.074800;0.082000;0.034100;0.117500;0.300000;0.048600;0.055700;0.017700;0.090500;0.066900;1.787400;1.802000;1.812800;1.837400;1.781900;1.813200;1.819900;1.814100;1.834100;0.028200;0.108900;0.293400;0.053100;0.071500;1.817800;1.788600;1.813300;0.018400;0.079400;0.055700;0.024900;0.116200;0.289500;0.046600;0.070800;0.028200;0.082000;0.061600;0.020300;0.045300
0.170;0.313100;0.066900;0.061000;0.017000;0.094500;0.068900;0.023000;0.053800;0.312500;0.191600;0.064300;0.031500;0.055700;0.066900;0.021600;0.112900;0.291400;0.212000;0.068200;0.027600;0.042000;0.068200;0.023600;0.118100;0.288800;0.210000;0.055100;0.137900;0.091200;0.061600;0.029500;0.108900;0.300000;0.060300;0.056400;0.146400;0.071500;0.082000;0.028900;0.117500;0.300000;0.052500;0.055100;0.022300;0.091200;0.063600;1.787400;1.802000;1.817400;1.784500;1.781900;1.810700;1.789900;1.788200;1.812000;0.028200;0.108900;0.291400;0.053100;0.073500;1.819900;1.788600;1.775700;0.018400;0.083300;0.055700;0.027600;0.115500;0.288800;0.046600;0.068200;0.026900;0.082700;0.061600;0.020300;0.045300
0.180;0.312500;0.066900;0.061000;0.015700;0.093800;0.070200;0.023000;0.054400;0.311800;0.194300;0.064300;0.030200;0.053800;0.067500;0.021000;0.114900;0.290800;0.212000;0.068200;0.027600;0.041400;0.068200;0.021000;0.119500;0.290100;0.211400;0.055100;0.137900;0.091900;0.060300;0.028900;0.114200;0.302600;0.064900;0.056400;0.147100;0.069500;0.080700;0.032200;0.117500;0.298700;0.052500;0.055100;0.022300;0.091900;0.067500;1.834500;1.814900;1.789000;1.784500;1.812400;1.773600;1.789900;1.796600;1.787400;0.027600;0.107000;0.294100;0.047300;0.073500;1.779000;1.780700;1.775700;0.018400;0.082700;0.056400;0.025600;0.116800;0.289500;0.046000;0.072100;0.026900;0.082700;0.059700;0.017000;0.047900
0.190;0.311800;0.065600;0.062300;0.019000;0.093800;0.070200;0.021600;0.055100;0.311800;0.194300;0.064300;0.030800;0.054400;0.067500;0.021000;0.113500;0.292700;0.211400;0.068900;0.028200;0.041400;0.068200;0.021000;0.119500;0.290100;0.211400;0.055700;0.137200;0.091200;0.060300;0.030200;0.111600;0.301300;0.059700;0.056400;0.147100;0.072800;0.080700;0.032200;0.117500;0.298700;0.050500;0.057000;0.019700;0.090500;0.064900;1.823200;1.814900;1.827400;1.811600;1.812400;1.820700;1.818700;1.820300;1.787400;0.027600;0.107000;0.291400;0.051800;0.075400;1.822000;1.780700;1.810700;0.017000;0.083300;0.056400;0.026200;0.116800;0.289500;0.048600;0.072100;0.026900;0.084600;0.062300;0.019000;0.046600
0.200;0.312500;0.065600;0.061600;0.015700;0.091900;0.070200;0.023600;0.052500;0.313100;0.192300;0.064300;0.030800;0.055100;0.066200;0.023600;0.114200;0.290100;0.212000;0.068200;0.028900;0.040000;0.068200;0.024900;0.119500;0.288800;0.209400;0.055700;0.137900;0.092500;0.062900;0.030200;0.111600;0.300600;0.059700;0.053100;0.145700;0.069500;0.078700;0.032200;0.116200;0.299300;0.049900;0.057700;0.019700;0.090500;0.067500;1.809900;1.798200;1.828700;1.822800;1.822400;1.820700;1.818700;1.820300;1.839900;0.030200;0.107000;0.291400;0.050500;0.075400;1.822000;1.828700;1.810700;0.019700;0.083300;0.057700;0.026200;0.117500;0.289500;0.044000;0.070200;0.024900;0.081300;0.062300;0.019000;0.044600
0.210;0.312500;0.067500;0.062300;0.015700;0.094500;0.068900;0.022300;0.053800;0.312500;0.193600;0.064300;0.029500;0.055100;0.066200;0.022300;0.114200;0.290100;0.212000;0.065600;0.028200;0.041400;0.066200;0.023000;0.119500;0.290800;0.209400;0.057700;0.137900;0.089900;0.060300;0.025600;0.111600;0.303300;0.063600;0.054400;0.146400;0.069500;0.081300;0.029500;0.118800;0.296700;0.053100;0.053800;0.022300;0.091900;0.064300;1.809900;1.821200;1.801600;1.829900;1.803600;1.827000;1.846600;1.810700;1.824900;0.026900;0.104300;0.292700;0.050500;0.072100;1.808200;1.820300;1.817800;0.015700;0.082700;0.058300;0.024900;0.115500;0.289500;0.048600;0.069500;0.026900;0.084000;0.061000;0.019000;0.047300
0.220;0.313100;0.066900;0.062300;0.015700;0.093200;0.068900;0.022300;0.053100;0.311800;0.193600;0.064300;0.029500;0.056400;0.066900;0.022300;0.112900;0.290100;0.210000;0.068200;0.028200;0.041400;0.070200;0.021000;0.119500;0.288100;0.210700;0.056400;0.137900;0.089900;0.062900;0.029500;0.111600;0.303300;0.063600;0.057700;0.143100;0.073500;0.080700;0.032200;0.118800;0.298700;0.049200;0.057700;0.017700;0.091900;0.064300;1.815800;1.811600;1.801600;1.829900;1.804900;1.795300;1.812000;1.810700;1.821600;0.028900;0.108300;0.292700;0.051200;0.072100;1.808200;1.787400;1.806600;0.018400;0.081300;0.057000;0.024900;0.117500;0.289500;0.048600;0.072800;0.026900;0.084000;0.062300;0.021000;0.043300
0.230;0.313100;0.068200;0.061600;0.015100;0.093200;0.068900;0.022300;0.053100;0.312500;0.193000;0.063600;0.030800;0.054400;0.066900;0.022300;0.114200;0.290100;0.212000;0.068200;0.028200;0.041400;0.066900;0.021000;0.120100;0.289500;0.210700;0.057700;0.137900;0.091900;0.061000;0.028900;0.111600;0.301300;0.059700;0.057700;0.148400;0.069500;0.080700;0.030200;0.114900;0.298700;0.053100;0.055700;0.022300;0.089900;0.065600;1.814100;1.811600;1.852900;1.808700;1.804900;1.830800;1.816600;1.810700;1.812000;0.028900;0.108300;0.291400;0.051200;0.072800;1.834500;1.804500;1.809100;0.017700;0.082700;0.057000;0.027600;0.114200;0.288100;0.046600;0.068900;0.028200;0.083300;0.062300;0.021000;0.043300
0.240;0.312500;0.068200;0.061600;0.019000;0.094500;0.069500;0.022300;0.054400;0.313100;0.192300;0.064900;0.029500;0.055100;0.068900;0.023000;0.114200;0.290100;0.212000;0.068200;0.028200;0.042000;0.068900;0.023600;0.118800;0.289500;0.212000;0.055700;0.136500;0.091900;0.060300;0.028200;0.111600;0.300600;0.063600;0.056400;0.144400;0.069500;0.082000;0.031500;0.120100;0.298000;0.053100;0.055700;0.022300;0.094500;0.066900;1.829500;1.809900;1.810700;1.808700;1.789500;1.786600;1.816600;1.808200;1.812000;0.028200;0.107600;0.293400;0.049900;0.072800;1.779500;1.777400;1.809100;0.017700;0.083300;0.056400;0.026200;0.119500;0.289500;0.048600;0.072100;0.028200;0.083300;0.059700;0.015700;0.049200
0.250;0.312500;0.065600;0.061600;0.017000;0.094500;0.069500;0.022300;0.053100;0.313100;0.193000;0.064900;0.032200;0.055100;0.066900;0.023000;0.113500;0.290800;0.210700;0.067500;0.027600;0.042000;0.067500;0.023600;0.118800;0.289500;0.212000;0.055700;0.137200;0.093200;0.060300;0.029500;0.110300;0.301300;0.061000;0.056400;0.144400;0.072100;0.082000;0.031500;0.116200;0.298000;0.046600;0.056400;0.018400;0.089200;0.064900;1.815700;1.809900;1.816600;1.800300;1.789500;1.797000;1.807800;1.819100;1.813200;0.028200;0.107600;0.293400;0.049900;0.074100;1.809100;1.777400;1.813700;0.017700;0.080700;0.056400;0.024900;0.119500;0.289500;0.047300;0.072100;0.026900;0.082000;0.059700;0.019700;0.044600
0.260;0.313800;0.065600;0.061600;0.015700;0.094500;0.068900;0.022300;0.054400;0.312500;0.193000;0.065600;0.032200;0.055700;0.066900;0.022300;0.112900;0.289500;0.212000;0.068200;0.030200;0.041400;0.067500;0.023000;0.118800;0.288100;0.211400;0.056400;0.137200;0.093200;0.062900;0.029500;0.110300;0.300000;0.061000;0.055700;0.147100;0.068200;0.078100;0.031500;0.118100;0.298000;0.053100;0.058300;0.018400;0.093200;0.066200;1.819900;1.800300;1.836200;1.805300;1.816200;1.797000;1.807800;1.819100;1.824500;0.029500;0.107000;0.293400;0.051200;0.074100;1.809100;1.822400;1.813700;0.017700;0.080700;0.057000;0.024900;0.114200;0.289500;0.046000;0.070800;0.024300;0.082700;0.062900;0.018400;0.046000
0.270;0.313100;0.066900;0.060300;0.015700;0.093200;0.069500;0.022300;0.055100;0.312500;0.193000;0.065600;0.031500;0.055700;0.066900;0.023000;0.112900;0.289500;0.212000;0.068200;0.027600;0.042700;0.067500;0.023000;0.119500;0.289500;0.211400;0.057700;0.138500;0.091900;0.061000;0.028200;0.112200;0.303900;0.063600;0.053100;0.145100;0.068200;0.082000;0.030200;0.117500;0.296700;0.049900;0.053100;0.022300;0.091200;0.065600;1.819900;1.808600;1.792800;1.824100;1.807000;1.817400;1.817400;1.831200;1.825300;0.028900;0.105700;0.295400;0.051200;0.072100;1.799100;1.814100;1.826200;0.017700;0.084600;0.057000;0.024900;0.116800;0.289500;0.048600;0.068900;0.028200;0.083300;0.062300;0.018400;0.047300
0.280;0.312500;0.066900;0.060300;0.016400;0.093800;0.068900;0.023000;0.055100;0.312500;0.193000;0.064300;0.031500;0.055100;0.066200;0.021000;0.114200;0.289500;0.209400;0.066200;0.027600;0.042700;0.066200;0.022300;0.119500;0.288800;0.210700;0.056400;0.138500;0.091900;0.061000;0.030200;0.110300;0.303900;0.061000;0.057000;0.144400;0.074800;0.079400;0.032800;0.117500;0.300600;0.049200;0.058300;0.019000;0.091200;0.065600;2.050100;1.813600;1.792800;1.824100;1.992600;1.789000;1.807400;1.831200;1.821200;0.027600;0.108900;0.295400;0.051200;0.072800;1.799100;1.818200;1.812800;0.018400;0.080700;0.057700;0.024900;0.116800;0.290100;0.048600;0.071500;0.028200;0.083300;0.060300;0.018400;0.045300
0.290;0.312500;0.068200;0.060300;0.015700;0.093800;0.068900;0.023000;0.055100;0.313100;0.192300;0.064900;0.030200;0.055100;0.066200;0.021000;0.114900;0.289500;0.211400;0.067500;0.027600;0.039400;0.068200;0.022300;0.119500;0.288800;0.210700;0.057700;0.137900;0.091900;0.062900;0.028900;0.110900;0.298700;0.061600;0.057000;0.147700;0.068200;0.079400;0.030800;0.120100;0.300600;0.051200;0.055100;0.022300;0.091900;0.066200;2.050100;1.813600;2.022600;2.157400;1.992600;1.980100;1.953800;2.156500;2.009700;0.027600;0.108900;0.290800;0.051200;0.075400;2.011800;2.162400;2.138200;0.017700;0.084000;0.057700;0.028200;0.115500;0.288100;0.047900;0.068200;0.027600;0.081300;0.064300;0.018400;0.045300
0.300;0.311800;0.068200;0.060300;0.016400;0.093800;0.068900;0.023000;0.053100;0.311800;0.193000;0.064300;0.030800;0.053800;0.068200;0.021600;0.113500;0.290100;0.211400;0.068900;0.027600;0.042000;0.068900;0.023600;0.120800;0.288800;0.212000;0.057700;0.137900;0.091200;0.061000;0.028200;0.110900;0.303300;0.062300;0.057000;0.144400;0.072100;0.079400;0.031500;0.120100;0.300000;0.047900;0.055100;0.022300;0.093200;0.067500;1.975100;1.955400;2.054800;2.157400;1.945900;2.079000;1.953800;1.953800;2.009700;0.027600;0.107600;0.294100;0.047900;0.075400;2.065200;1.940000;2.138200;0.017700;0.083300;0.057700;0.025600;0.118100;0.288800;0.044000;0.072100;0.027600;0.084600;0.061600;0.018400;0.046000
0.310;0.312500;0.066200;0.061600;0.017700;0.093800;0.068900;0.021000;0.054400;0.311800;0.192300;0.064300;0.030800;0.055100;0.067500;0.021600;0.114200;0.290100;0.210700;0.068900;0.028900;0.042000;0.067500;0.023600;0.119500;0.288800;0.212000;0.057700;0.137200;0.091200;0.061000;0.028900;0.109600;0.300000;0.061600;0.057000;0.144400;0.071500;0.079400;0.031500;0.116800;0.300000;0.047900;0.056400;0.021000;0.091200;0.064900;1.897900;1.955400;1.978400;1.961300;1.945900;1.962500;1.964200;1.964200;2.067700;0.027600;0.107600;0.291400;0.053100;0.074100;1.977600;1.940000;1.963400;0.017000;0.083300;0.057700;0.027600;0.118100;0.288800;0.049200;0.072100;0.026200;0.081300;0.061600;0.019700;0.046000
