TimeStamp;2025-07-07 10-55-27;2025-07-07 10-55-45;2025-07-07 10-56-03;2025-07-07 10-56-21;2025-07-07 10-56-40;2025-07-07 10-56-58;2025-07-07 10-57-16;2025-07-07 10-57-35;2025-07-07 10-57-53;2025-07-07 10-58-11;2025-07-07 10-58-29;2025-07-07 10-58-47;2025-07-07 10-59-05;2025-07-07 10-59-24;2025-07-07 10-59-42;2025-07-07 11-00-00;2025-07-07 11-00-18;2025-07-07 11-00-36;2025-07-07 11-00-54;2025-07-07 11-01-12;2025-07-07 11-01-30;2025-07-07 11-01-49;2025-07-07 11-02-07;2025-07-07 11-02-26;2025-07-07 11-02-44;2025-07-07 11-03-02;2025-07-07 11-03-20;2025-07-07 11-03-38;2025-07-07 11-03-57;2025-07-07 11-04-15;2025-07-07 11-04-34;2025-07-07 11-04-52;2025-07-07 11-05-10;2025-07-07 11-05-28;2025-07-07 11-05-46;2025-07-07 11-06-04;2025-07-07 11-06-23;2025-07-07 11-06-41;2025-07-07 11-06-59;2025-07-07 11-07-18;2025-07-07 11-07-36;2025-07-07 11-07-56;2025-07-07 11-08-15;2025-07-07 11-08-35;2025-07-07 11-08-53;2025-07-07 11-09-12;2025-07-07 11-09-30;2025-07-07 11-09-48;2025-07-07 11-10-06;2025-07-07 11-10-27;2025-07-07 11-10-45;2025-07-07 11-11-03;2025-07-07 11-11-21;2025-07-07 11-11-40;2025-07-07 11-11-58;2025-07-07 11-12-16;2025-07-07 11-12-34;2025-07-07 11-12-52;2025-07-07 11-13-10;2025-07-07 11-13-29;2025-07-07 11-13-47;2025-07-07 11-16-36;2025-07-07 11-16-55;2025-07-07 11-17-13;2025-07-07 11-17-31;2025-07-07 11-17-49;2025-07-07 11-18-07;2025-07-07 11-18-25;2025-07-07 11-18-43;2025-07-07 11-19-02;2025-07-07 11-19-20;2025-07-07 11-19-38;2025-07-07 11-19-56;2025-07-07 11-20-14;2025-07-07 11-20-34;2025-07-07 11-20-53;2025-07-07 11-21-11;2025-07-07 11-21-29;2025-07-07 11-21-48;2025-07-07 11-22-06;2025-07-07 11-22-25;2025-07-07 11-22-43;2025-07-07 11-23-01;2025-07-07 11-23-19;2025-07-07 11-23-37;2025-07-07 11-23-56;2025-07-07 11-24-14;2025-07-07 11-24-33;2025-07-07 11-24-51;2025-07-07 11-25-09;2025-07-07 11-25-27;2025-07-07 11-29-41;2025-07-07 11-30-00;2025-07-07 11-30-18;2025-07-07 11-30-36;2025-07-07 11-30-54;2025-07-07 11-31-13;2025-07-07 11-31-31;2025-07-07 11-31-49;2025-07-07 11-32-08;2025-07-07 11-32-26;2025-07-07 11-32-44;2025-07-07 11-33-02;2025-07-07 11-33-22;2025-07-07 11-33-43;2025-07-07 11-34-01;2025-07-07 11-34-19;2025-07-07 11-34-37;2025-07-07 11-34-56;2025-07-07 11-35-14;2025-07-07 11-35-32;2025-07-07 11-35-50;2025-07-07 11-38-19;2025-07-07 11-38-38;2025-07-07 11-38-56;2025-07-07 11-39-14;2025-07-07 11-39-32;2025-07-07 11-39-50;2025-07-07 11-40-09;2025-07-07 11-40-27;2025-07-07 11-40-46;2025-07-07 11-41-04;2025-07-07 11-41-22;2025-07-07 11-41-40;2025-07-07 11-41-58;2025-07-07 11-42-16;2025-07-07 11-42-34;2025-07-07 11-42-52;2025-07-07 11-43-11;2025-07-07 11-43-30;2025-07-07 11-43-48;2025-07-07 11-44-06;2025-07-07 11-44-25;2025-07-07 11-44-43;2025-07-07 11-45-01;2025-07-07 11-45-19;2025-07-07 11-45-38;2025-07-07 11-45-56;2025-07-07 11-46-15;2025-07-07 11-46-33;2025-07-07 11-46-51;2025-07-07 11-47-09;2025-07-07 11-47-28;2025-07-07 11-47-46;2025-07-07 11-48-04;2025-07-07 11-48-23;2025-07-07 11-48-41;2025-07-07 11-48-59;2025-07-07 11-49-17;2025-07-07 11-49-35;2025-07-07 11-49-54;2025-07-07 11-50-12;2025-07-07 11-50-30;2025-07-07 11-50-49;2025-07-07 11-51-08;2025-07-07 11-51-26;2025-07-07 11-51-44;2025-07-07 11-52-02;2025-07-07 11-52-20;2025-07-07 11-52-39;2025-07-07 11-52-58;2025-07-07 11-53-16;2025-07-07 11-53-34;2025-07-07 11-53-52;2025-07-07 11-54-10;2025-07-07 11-54-28;2025-07-07 11-54-47;2025-07-07 11-55-05;2025-07-07 11-55-23;2025-07-07 11-55-41;2025-07-07 11-55-59;2025-07-07 11-56-18;2025-07-07 11-56-36;2025-07-07 11-56-54;2025-07-07 11-57-12;2025-07-07 11-57-30
0.110;0.309900;1.271800;0.117600;0.225200;0.055400;1.644300;0.398300;0.113900;0.206000;0.431300;1.258900;1.759800;0.223500;0.543500;0.210200;0.377500;1.753600;0.147200;0.755400;1.849500;1.198400;0.400800;0.634400;0.220200;0.506800;1.347300;1.341900;0.149300;0.299000;1.751100;0.342400;0.360800;1.296800;0.252700;0.518900;1.235100;0.134700;0.671100;1.602200;1.560800;0.086700;0.224800;0.582700;0.154300;1.741100;1.519200;0.515100;1.303500;1.356000;0.231100;1.462000;0.256500;0.512600;0.869700;1.545800;0.355800;0.368700;0.349500;1.579200;1.725200;0.814600;1.832000;1.737300;0.212300;1.690200;0.642300;0.277800;0.319100;1.305200;1.647200;0.903500;0.233600;0.853000;0.331200;0.434200;0.114200;0.594400;1.664300;1.629300;0.457500;0.628200;0.870500;1.244300;0.175100;1.298100;0.717000;0.359900;1.855400;0.206800;0.248100;0.774100;0.186000;0.264400;0.333300;0.254000;0.265700;0.388700;0.394100;0.306100;0.344500;0.417900;1.333900;1.876200;0.286100;0.711600;0.348300;0.296100;0.371600;1.854500;1.329400;1.709400;1.019000;1.680200;1.731900;0.311100;1.339400;0.180600;0.182200;0.860100;1.779000;0.367400;0.264800;0.741200;1.800700;1.653900;1.548300;1.802400;1.857900;1.754000;1.791900;1.658500;1.538300;1.311800;1.654700;0.405800;1.747800;0.739100;0.711600;1.256400;0.141800;0.264400;1.503300;1.296000;0.630200;1.723100;1.751500;1.476200;0.346600;0.342800;0.320700;0.357000;0.305300;0.329100;1.880400;1.346900;0.370400;1.791500;0.211500;1.628400;1.709400;1.771100;0.431700;0.327800;1.817800;0.749600;1.872400;0.335800;1.875000;1.701500;1.799500;1.460300;0.714900;0.419200;0.323200;1.766900;0.384600
0.120;0.047900;0.239400;0.057900;0.171000;0.045000;1.644300;0.109700;0.048300;0.206000;0.123000;0.141800;0.128000;0.129300;0.226000;0.053800;0.098000;0.480900;0.058300;0.290700;1.178300;0.178500;0.180200;0.360400;0.193900;0.045400;1.347300;0.201400;0.093400;0.178100;0.747900;0.342400;0.197700;0.163100;0.111700;0.250200;1.235100;0.134700;0.272300;1.602200;0.121800;0.012900;0.095500;0.288200;0.012000;0.402100;0.371200;0.175200;0.181400;0.253200;0.004100;0.178500;0.256500;0.168500;0.399100;0.254000;0.307000;0.368700;0.231900;0.345300;0.575200;0.198500;1.323900;0.172600;0.212300;0.168500;0.296100;0.197300;0.186400;0.218500;0.385000;0.903500;0.024600;0.853000;0.331200;0.269000;0.064600;0.035400;0.578500;0.169700;0.319100;0.335300;0.242700;0.206400;0.000800;0.007500;0.438800;0.163900;0.860900;0.205200;0.018700;0.140100;0.118400;0.264400;0.333300;0.187300;0.076300;0.388700;0.340300;0.253200;0.227700;0.227300;0.107200;1.474100;0.286100;0.444600;0.297400;0.296100;0.315300;0.548100;1.329400;0.780400;1.019000;1.680200;0.635700;0.186000;0.240600;0.091300;0.002900;0.860100;0.450500;0.311500;0.264800;0.741200;1.174200;0.109700;0.093400;0.570600;0.423300;0.535500;1.219300;0.274400;0.182200;0.336600;0.364900;0.405800;0.340300;0.302400;0.437900;1.256400;0.065900;0.050900;0.102600;0.118000;0.313200;0.500900;0.471700;0.191000;0.080900;0.166000;0.305700;0.357000;0.086700;0.329100;1.175400;0.346200;0.238600;1.515800;0.211500;0.232300;0.543500;0.494700;0.431700;0.224000;0.229400;0.260700;1.386500;0.188100;1.560000;1.701500;0.528000;0.378700;0.384100;0.191000;0.146800;0.468800;0.327400
0.130;0.047900;0.021200;0.083400;0.171000;0.045000;0.234400;0.048300;0.048300;0.077100;0.123000;0.024100;0.128000;0.053800;0.007900;0.073000;0.098000;0.133000;0.071700;0.290700;0.257400;0.025800;0.057100;0.360400;0.116300;0.045400;0.307000;0.134300;0.093400;0.086300;0.747900;0.220600;0.197700;0.163100;0.058800;0.084600;0.206900;0.079200;0.014500;0.163500;0.124300;0.012900;0.095500;0.032900;0.012000;0.402100;0.234400;0.018700;0.002900;0.158500;0.004100;0.040400;0.130100;0.015400;0.175200;0.196000;0.307000;0.175200;0.087600;0.237700;0.257300;0.198500;0.448000;0.172600;0.019100;0.068400;0.137600;0.112600;0.143000;0.218500;0.349100;0.245300;0.029600;0.231900;0.086700;0.269000;0.064600;0.035400;0.578500;0.169700;0.319100;0.057900;0.242700;0.110100;0.010800;0.007500;0.438800;0.163900;0.246500;0.205200;0.077100;0.140100;0.070400;0.011200;0.135500;0.135900;0.030400;0.098800;0.219800;0.202700;0.112600;0.102600;0.107200;0.303200;0.081700;0.217700;0.167200;0.084600;0.315300;0.548100;0.227700;0.371200;0.498800;0.445500;0.635700;0.186000;0.046300;0.035400;0.057500;0.271500;0.450500;0.183100;0.120500;0.030000;0.352400;0.109700;0.093400;0.570600;0.423300;0.303600;0.355800;0.183500;0.182200;0.336600;0.325300;0.085500;0.231900;0.302400;0.204400;0.344900;0.065900;0.012500;0.102600;0.118000;0.141400;0.500900;0.471700;0.191000;0.015000;0.166000;0.305700;0.016200;0.086700;0.221500;0.401300;0.226800;0.209300;0.385800;0.019100;0.113800;0.228500;0.301500;0.182700;0.112600;0.229400;0.012100;0.434600;0.188100;0.388700;0.210600;0.528000;0.190200;0.107200;0.135500;0.002900;0.304500;0.146800
0.140;0.174300;0.071700;0.083400;0.027900;0.035400;0.234400;0.022100;0.071300;0.067100;0.033300;0.061300;0.075900;0.024600;0.022900;0.110100;0.070900;0.044600;0.068400;0.097100;0.009600;0.045400;0.040000;0.169700;0.116300;0.052100;0.189800;0.076300;0.090100;0.077100;0.080900;0.059600;0.133000;0.079600;0.058800;0.058400;0.050900;0.079200;0.020400;0.163500;0.124300;0.041300;0.007900;0.007900;0.035800;0.354500;0.097100;0.018700;0.069200;0.020800;0.053300;0.040400;0.130100;0.015400;0.175200;0.094200;0.161800;0.127200;0.087600;0.080900;0.257300;0.081700;0.222700;0.025000;0.049600;0.068400;0.131400;0.112600;0.061700;0.019100;0.192700;0.022000;0.029600;0.060000;0.010800;0.107200;0.048300;0.096700;0.434600;0.042100;0.107200;0.019600;0.039100;0.063800;0.010800;0.003300;0.235200;0.047900;0.246500;0.072100;0.132600;0.134700;0.065400;0.011200;0.135500;0.135900;0.023700;0.031700;0.135500;0.086700;0.023700;0.095100;0.114300;0.120100;0.017500;0.160100;0.098400;0.065900;0.120900;0.326600;0.227700;0.186800;0.267800;0.182200;0.214400;0.067500;0.035000;0.035400;0.120900;0.022100;0.231000;0.109300;0.101300;0.030000;0.166000;0.032900;0.028700;0.267300;0.228600;0.070000;0.355800;0.139700;0.036300;0.177200;0.206400;0.036300;0.030000;0.123000;0.157600;0.203500;0.042900;0.057500;0.080500;0.108400;0.082600;0.141300;0.298200;0.061700;0.050800;0.060000;0.145100;0.016200;0.079200;0.171400;0.127200;0.156000;0.209300;0.242700;0.006600;0.011200;0.117600;0.064600;0.118000;0.112600;0.002100;0.012100;0.229400;0.006200;0.226500;0.210600;0.130100;0.101300;0.051700;0.135500;0.002900;0.045400;0.146800
0.150;0.174300;0.093800;0.072500;0.027900;0.002000;0.025400;0.022100;0.094700;0.018300;0.033300;0.064600;0.100500;0.024600;0.029200;0.110100;0.006600;0.079600;0.037900;0.097100;0.009600;0.030800;0.119300;0.100900;0.025800;0.024200;0.141800;0.013300;0.090100;0.077100;0.080900;0.040400;0.023700;0.034600;0.023300;0.000400;0.042100;0.095900;0.052900;0.008300;0.073800;0.045000;0.052100;0.109700;0.038800;0.206000;0.075000;0.032900;0.069200;0.029200;0.039600;0.041300;0.050000;0.049600;0.024200;0.070400;0.106300;0.062100;0.041200;0.080900;0.080500;0.051300;0.069200;0.025800;0.035000;0.020000;0.049200;0.006200;0.046300;0.040800;0.192700;0.021200;0.040400;0.083000;0.069600;0.063400;0.048300;0.069600;0.223500;0.042100;0.107200;0.055400;0.039100;0.080900;0.026700;0.007000;0.159300;0.047900;0.043800;0.072100;0.094200;0.075500;0.105500;0.082600;0.088400;0.124700;0.023700;0.019500;0.135500;0.086700;0.023700;0.075900;0.093000;0.016200;0.057900;0.127200;0.098400;0.059200;0.120900;0.075500;0.125900;0.141800;0.138000;0.113800;0.214400;0.081300;0.051300;0.085100;0.120900;0.075500;0.038300;0.078400;0.115900;0.032900;0.100900;0.019600;0.009100;0.037100;0.108800;0.070000;0.195600;0.139700;0.036300;0.192300;0.206400;0.009900;0.072900;0.096300;0.077500;0.120900;0.006200;0.057500;0.080500;0.108400;0.082600;0.141300;0.143100;0.061700;0.050800;0.010400;0.102200;0.034600;0.079200;0.113400;0.000400;0.061700;0.067900;0.242700;0.022500;0.011200;0.081700;0.064600;0.082100;0.141400;0.002100;0.076700;0.229400;0.006200;0.076700;0.005000;0.130100;0.079600;0.020400;0.034200;0.040800;0.033800;0.011200
0.160;0.192200;0.093800;0.048400;0.045800;0.047100;0.025400;0.014100;0.022500;0.018300;0.006600;0.017000;0.046700;0.127600;0.029200;0.049600;0.075500;0.075500;0.011200;0.070900;0.107600;0.030800;0.119300;0.015400;0.025800;0.006200;0.141800;0.058400;0.075400;0.044600;0.002000;0.040400;0.018300;0.136400;0.023300;0.000400;0.114700;0.027500;0.017900;0.047900;0.057100;0.022500;0.089200;0.109700;0.062900;0.041700;0.075000;0.027900;0.031700;0.029200;0.004100;0.059600;0.011600;0.049600;0.024200;0.092100;0.070000;0.062100;0.041200;0.105100;0.083400;0.057100;0.047100;0.030000;0.035000;0.034200;0.002000;0.006200;0.060400;0.039600;0.035000;0.005800;0.004500;0.083000;0.122200;0.020400;0.014500;0.058800;0.165600;0.006200;0.100500;0.055400;0.089200;0.080900;0.045000;0.042500;0.084600;0.003300;0.043800;0.041700;0.094200;0.079600;0.043300;0.077100;0.041700;0.097600;0.074200;0.019500;0.009100;0.056300;0.010000;0.075900;0.083000;0.016200;0.057900;0.127200;0.040800;0.059200;0.069600;0.064600;0.110500;0.134300;0.067500;0.113800;0.100900;0.076700;0.053400;0.085100;0.071700;0.075500;0.037100;0.015800;0.115900;0.006200;0.100900;0.003300;0.070000;0.030400;0.017900;0.055400;0.122600;0.001600;0.027100;0.132200;0.036300;0.021200;0.047500;0.098800;0.077500;0.120900;0.037100;0.071300;0.021700;0.157200;0.016200;0.005000;0.008700;0.030000;0.025000;0.038700;0.091300;0.023300;0.047100;0.113400;0.052100;0.061700;0.040900;0.156800;0.022500;0.010000;0.081700;0.026200;0.065400;0.141400;0.012500;0.108800;0.104200;0.040400;0.006200;0.003300;0.021600;0.079600;0.060400;0.034200;0.040800;0.026200;0.011200
0.170;0.171400;0.073000;0.001200;0.134300;0.072100;0.041200;0.014100;0.020000;0.105900;0.022900;0.017000;0.046700;0.127600;0.025800;0.049600;0.075500;0.075500;0.011200;0.003300;0.107600;0.000000;0.072100;0.039200;0.053800;0.006200;0.013700;0.058400;0.004600;0.044600;0.003700;0.050900;0.079600;0.136400;0.055400;0.067900;0.055000;0.030400;0.017900;0.005000;0.106300;0.024100;0.115100;0.119700;0.052100;0.041700;0.108800;0.032100;0.031700;0.070900;0.004100;0.004100;0.035400;0.052900;0.052500;0.092100;0.018700;0.032100;0.091300;0.063800;0.091300;0.057100;0.047100;0.030000;0.050000;0.037100;0.002000;0.066300;0.060400;0.004100;0.035000;0.020000;0.016200;0.111300;0.082600;0.083000;0.026200;0.058800;0.145500;0.006200;0.003700;0.061300;0.101700;0.078800;0.098800;0.042500;0.042100;0.039600;0.109700;0.047100;0.070000;0.079600;0.043300;0.004500;0.037100;0.002500;0.074200;0.061700;0.009100;0.056300;0.078000;0.089600;0.083000;0.066700;0.015000;0.028700;0.032900;0.129700;0.010400;0.064600;0.146000;0.134300;0.025400;0.025000;0.098800;0.050400;0.053400;0.053300;0.082600;0.059600;0.050000;0.015800;0.016200;0.045800;0.051700;0.003300;0.070000;0.037500;0.043800;0.067900;0.043800;0.001600;0.080000;0.051700;0.036300;0.039600;0.047500;0.093400;0.042500;0.060900;0.050000;0.042100;0.016700;0.157200;0.036600;0.010000;0.007900;0.088800;0.025000;0.083400;0.033300;0.073800;0.004500;0.079600;0.052100;0.041700;0.057500;0.040400;0.082100;0.010000;0.060500;0.026200;0.000000;0.135900;0.012500;0.060400;0.030800;0.075500;0.006200;0.064600;0.014100;0.156000;0.060400;0.063300;0.099200;0.026200;0.050400
0.180;0.127200;0.034200;0.017500;0.118800;0.057900;0.028700;0.063400;0.020000;0.105900;0.032100;0.030000;0.001600;0.108800;0.085900;0.002900;0.146000;0.032900;0.047100;0.068400;0.088000;0.026200;0.096300;0.083800;0.073800;0.019100;0.013700;0.095000;0.020800;0.017100;0.024200;0.050900;0.097200;0.148000;0.072500;0.102600;0.055000;0.030400;0.060000;0.005000;0.078000;0.064200;0.103400;0.105900;0.061300;0.100500;0.034600;0.065000;0.001600;0.118800;0.054200;0.001600;0.035400;0.055800;0.068400;0.095100;0.063400;0.032100;0.084600;0.115100;0.108400;0.052900;0.050000;0.098400;0.050000;0.063000;0.060400;0.061700;0.073800;0.035400;0.050000;0.020000;0.107600;0.111300;0.082600;0.117200;0.062100;0.027500;0.035400;0.066700;0.046300;0.024200;0.084200;0.020400;0.047100;0.093400;0.010800;0.085900;0.025800;0.064200;0.017900;0.050000;0.006600;0.004500;0.037100;0.000400;0.123900;0.103000;0.010400;0.099200;0.070900;0.080900;0.033800;0.050800;0.015000;0.002500;0.063800;0.129700;0.028300;0.109300;0.146000;0.092100;0.025400;0.025000;0.008700;0.022500;0.032100;0.053400;0.012900;0.059600;0.025800;0.034100;0.016200;0.045800;0.036200;0.086700;0.093400;0.040000;0.081300;0.099700;0.010000;0.033700;0.069600;0.012900;0.013300;0.039600;0.003700;0.093000;0.022900;0.060900;0.094700;0.020000;0.044200;0.037500;0.055500;0.090500;0.052100;0.132600;0.024200;0.113400;0.020800;0.073800;0.052100;0.079600;0.015400;0.047500;0.021200;0.046700;0.082100;0.052500;0.048300;0.012100;0.000000;0.115100;0.018300;0.010800;0.017500;0.102600;0.052100;0.064600;0.027900;0.096300;0.077600;0.062100;0.100900;0.004100;0.080000
0.190;0.127200;0.003700;0.035800;0.118800;0.057900;0.033300;0.043300;0.016600;0.169300;0.024600;0.069600;0.001600;0.110100;0.049200;0.024600;0.146000;0.000800;0.055900;0.068400;0.042100;0.066700;0.043400;0.083800;0.159300;0.019100;0.112600;0.092100;0.020800;0.088800;0.024200;0.012100;0.122200;0.148000;0.125100;0.116300;0.042100;0.023300;0.064600;0.068800;0.015800;0.064200;0.103400;0.071300;0.061300;0.100500;0.021600;0.044200;0.025000;0.090900;0.054200;0.052100;0.114700;0.061300;0.067900;0.071300;0.063400;0.071300;0.067900;0.091700;0.103800;0.052900;0.070000;0.098400;0.072500;0.102200;0.113800;0.078400;0.113800;0.035400;0.038300;0.060000;0.103400;0.077900;0.027100;0.117200;0.062100;0.027500;0.035400;0.066700;0.046300;0.028700;0.084200;0.013300;0.030000;0.093400;0.010800;0.085900;0.002900;0.064200;0.061700;0.050000;0.067500;0.043800;0.127600;0.093400;0.090900;0.155600;0.068400;0.077500;0.063800;0.019100;0.033800;0.049200;0.017900;0.079200;0.066300;0.100100;0.028300;0.109300;0.081700;0.063400;0.035800;0.122600;0.008700;0.022500;0.034600;0.045800;0.020400;0.041300;0.025800;0.104200;0.024100;0.100900;0.072600;0.086700;0.093400;0.040000;0.081300;0.099200;0.061700;0.075500;0.095500;0.012900;0.061300;0.067500;0.048800;0.093000;0.037900;0.010000;0.094700;0.100500;0.044200;0.037500;0.052500;0.090500;0.052100;0.132600;0.063400;0.113400;0.020800;0.062500;0.088400;0.009600;0.000000;0.109200;0.085900;0.082600;0.105900;0.120900;0.001200;0.068800;0.065100;0.008300;0.018300;0.030800;0.113000;0.102600;0.063400;0.144700;0.027900;0.127200;0.089700;0.078400;0.102600;0.057900;0.109700
0.200;0.155100;0.000800;0.035800;0.056700;0.009100;0.033300;0.027900;0.008700;0.171400;0.018700;0.033300;0.045000;0.120100;0.005800;0.037100;0.122200;0.050000;0.005400;0.174700;0.005800;0.018300;0.037100;0.125900;0.159300;0.016200;0.111300;0.118000;0.051700;0.115500;0.083400;0.003300;0.122200;0.152700;0.125100;0.100100;0.021700;0.023300;0.066300;0.068800;0.015800;0.009100;0.059600;0.061700;0.026700;0.107200;0.051700;0.008700;0.002900;0.063400;0.067100;0.052100;0.114700;0.061300;0.067900;0.010800;0.050000;0.123400;0.067900;0.021700;0.103800;0.013700;0.027100;0.045400;0.059600;0.102200;0.107200;0.078400;0.055900;0.053300;0.099700;0.054200;0.103400;0.041300;0.012100;0.135900;0.015000;0.024100;0.041700;0.070100;0.096300;0.012900;0.005800;0.013300;0.030000;0.056300;0.118000;0.091700;0.002900;0.156800;0.055900;0.068000;0.195200;0.043800;0.127600;0.093400;0.045400;0.111300;0.061300;0.091700;0.068400;0.078800;0.068400;0.005400;0.078800;0.068800;0.061700;0.039100;0.093800;0.136000;0.081700;0.031700;0.064600;0.113000;0.044600;0.011600;0.063400;0.045800;0.040400;0.062100;0.075900;0.111700;0.111300;0.100900;0.043800;0.086700;0.040900;0.035400;0.075500;0.113400;0.061700;0.108800;0.094200;0.019600;0.035000;0.109200;0.081700;0.027900;0.109700;0.014100;0.000400;0.067900;0.064200;0.055400;0.042500;0.026600;0.007100;0.093400;0.093800;0.082100;0.044600;0.062500;0.079600;0.043800;0.036700;0.090900;0.085900;0.098400;0.052100;0.073800;0.046300;0.035000;0.106800;0.008300;0.060400;0.026700;0.063800;0.042500;0.027500;0.144700;0.033700;0.039600;0.088800;0.078400;0.102600;0.093400;0.109700
0.210;0.087600;0.014100;0.029200;0.056700;0.077500;0.055500;0.027900;0.026200;0.153900;0.018700;0.025000;0.010800;0.120100;0.052900;0.037100;0.066700;0.033300;0.065500;0.174700;0.002000;0.018300;0.013300;0.107600;0.085500;0.032900;0.140100;0.105900;0.051700;0.115500;0.083400;0.045400;0.080500;0.123900;0.133400;0.082600;0.026700;0.005800;0.017000;0.027100;0.039600;0.074200;0.049600;0.057900;0.043700;0.107200;0.051700;0.008700;0.002900;0.045800;0.030000;0.016200;0.124300;0.048400;0.043800;0.063400;0.076700;0.128900;0.035000;0.021700;0.037900;0.029100;0.006200;0.009500;0.029200;0.082100;0.116700;0.005800;0.024200;0.085500;0.099700;0.088800;0.022900;0.000400;0.020400;0.143000;0.015000;0.012100;0.092600;0.049600;0.129300;0.030400;0.005800;0.131800;0.052500;0.006200;0.103800;0.091700;0.043800;0.136400;0.055900;0.083400;0.143500;0.060500;0.107200;0.148500;0.045400;0.066300;0.061300;0.091700;0.068400;0.090900;0.098000;0.004600;0.050800;0.000800;0.061700;0.026200;0.093800;0.114700;0.053400;0.060900;0.046700;0.125900;0.044600;0.104700;0.040800;0.109700;0.040400;0.060800;0.115100;0.106300;0.094200;0.045000;0.088000;0.063400;0.025400;0.050400;0.038800;0.113400;0.048700;0.108800;0.094200;0.075000;0.035000;0.072100;0.076700;0.102100;0.069200;0.032100;0.004500;0.067900;0.064200;0.080000;0.042500;0.026600;0.030800;0.052900;0.093800;0.052500;0.096700;0.026600;0.079600;0.119700;0.036200;0.088400;0.067100;0.098400;0.032900;0.073800;0.121400;0.035000;0.108000;0.077100;0.060400;0.026700;0.063800;0.042500;0.044600;0.079600;0.033700;0.011600;0.028300;0.033800;0.017500;0.115100;0.005000
0.220;0.035000;0.014100;0.029200;0.005800;0.123900;0.055500;0.124700;0.104200;0.068800;0.086300;0.009100;0.080900;0.015400;0.052900;0.028700;0.007900;0.002000;0.089200;0.164300;0.000800;0.045800;0.013300;0.044200;0.085500;0.085500;0.105500;0.051700;0.109600;0.130900;0.020800;0.045400;0.039200;0.069200;0.133400;0.082600;0.024600;0.035400;0.059600;0.004100;0.105500;0.117200;0.022100;0.057900;0.111800;0.077500;0.150600;0.047100;0.080900;0.045800;0.028300;0.037500;0.070000;0.048400;0.043800;0.112200;0.042900;0.128900;0.035000;0.004500;0.079600;0.052900;0.006200;0.080900;0.029200;0.023300;0.047100;0.005800;0.036200;0.043300;0.076300;0.013700;0.001200;0.000400;0.021200;0.076300;0.068800;0.036700;0.117600;0.008300;0.100500;0.030400;0.041200;0.131800;0.138500;0.066700;0.087100;0.037100;0.048800;0.080900;0.027900;0.044600;0.135900;0.025400;0.090900;0.101700;0.027900;0.066300;0.002500;0.040400;0.009100;0.090900;0.091700;0.004600;0.050800;0.000800;0.027900;0.026200;0.047900;0.066700;0.058800;0.095500;0.033700;0.125900;0.065900;0.083000;0.053800;0.109700;0.073000;0.060800;0.066300;0.047500;0.094200;0.010800;0.088000;0.013300;0.046700;0.088000;0.035000;0.053800;0.087600;0.018700;0.016600;0.058800;0.012900;0.068800;0.083400;0.059200;0.069200;0.032100;0.078400;0.071700;0.017500;0.098000;0.003300;0.017100;0.001200;0.057500;0.042100;0.001200;0.017500;0.001600;0.083000;0.119700;0.040000;0.088400;0.008300;0.105100;0.032900;0.041300;0.121400;0.003700;0.072100;0.077100;0.007100;0.035400;0.043700;0.005800;0.010400;0.047500;0.093000;0.011600;0.035000;0.033800;0.017500;0.096700;0.005000
0.230;0.041300;0.033800;0.058800;0.033700;0.131800;0.080500;0.124700;0.130900;0.050000;0.127200;0.096300;0.080900;0.015400;0.097600;0.028700;0.007900;0.002000;0.089200;0.124300;0.000800;0.045800;0.017900;0.030000;0.016600;0.085500;0.056300;0.051700;0.085500;0.130900;0.007100;0.004600;0.022500;0.069200;0.143900;0.011700;0.033700;0.055000;0.059600;0.063400;0.104700;0.168500;0.009100;0.007900;0.113000;0.047500;0.152600;0.135900;0.080900;0.013700;0.089200;0.059200;0.026200;0.026200;0.018300;0.112200;0.000000;0.035800;0.027900;0.067100;0.058800;0.052900;0.001600;0.080900;0.097600;0.022900;0.047100;0.016200;0.036200;0.017100;0.044600;0.062900;0.071300;0.026200;0.022100;0.048800;0.098400;0.036700;0.093000;0.008300;0.055400;0.015800;0.017500;0.155100;0.153000;0.066700;0.054200;0.059200;0.071300;0.046700;0.027900;0.044600;0.135900;0.012900;0.019200;0.061300;0.027900;0.005000;0.002500;0.040400;0.002900;0.087500;0.091700;0.017100;0.052900;0.043700;0.009100;0.108400;0.006600;0.066700;0.138400;0.095500;0.029600;0.098000;0.055400;0.090100;0.053800;0.056300;0.028700;0.014100;0.086300;0.047500;0.058300;0.052100;0.037100;0.013300;0.046700;0.068000;0.070900;0.006200;0.014100;0.018700;0.025800;0.056300;0.012900;0.018700;0.083400;0.108800;0.005800;0.020000;0.112200;0.008300;0.033300;0.098000;0.022500;0.027500;0.040400;0.042100;0.042100;0.017900;0.002000;0.123900;0.007100;0.090900;0.013700;0.055000;0.049600;0.055900;0.104700;0.041300;0.095100;0.003700;0.020000;0.060900;0.007100;0.042100;0.043700;0.002400;0.010400;0.007500;0.080400;0.090500;0.035000;0.016600;0.031700;0.096700;0.011600
