TimeStamp;2025-07-07 10-55-28;2025-07-07 10-55-46;2025-07-07 10-56-04;2025-07-07 10-56-22;2025-07-07 10-56-41;2025-07-07 10-56-59;2025-07-07 10-57-18;2025-07-07 10-57-36;2025-07-07 10-57-54;2025-07-07 10-58-12;2025-07-07 10-58-30;2025-07-07 10-58-48;2025-07-07 10-59-06;2025-07-07 10-59-25;2025-07-07 10-59-43;2025-07-07 11-00-01;2025-07-07 11-00-19;2025-07-07 11-00-37;2025-07-07 11-00-55;2025-07-07 11-01-13;2025-07-07 11-01-31;2025-07-07 11-01-50;2025-07-07 11-02-08;2025-07-07 11-02-27;2025-07-07 11-02-45;2025-07-07 11-03-03;2025-07-07 11-03-21;2025-07-07 11-03-39;2025-07-07 11-03-58;2025-07-07 11-04-16;2025-07-07 11-04-35;2025-07-07 11-04-53;2025-07-07 11-05-11;2025-07-07 11-05-29;2025-07-07 11-05-47;2025-07-07 11-06-05;2025-07-07 11-06-24;2025-07-07 11-06-42;2025-07-07 11-07-01;2025-07-07 11-07-19;2025-07-07 11-07-37;2025-07-07 11-07-57;2025-07-07 11-08-16;2025-07-07 11-08-36;2025-07-07 11-08-54;2025-07-07 11-09-13;2025-07-07 11-09-31;2025-07-07 11-09-49;2025-07-07 11-10-07;2025-07-07 11-10-28;2025-07-07 11-10-46;2025-07-07 11-11-04;2025-07-07 11-11-22;2025-07-07 11-11-41;2025-07-07 11-11-59;2025-07-07 11-12-17;2025-07-07 11-12-35;2025-07-07 11-12-53;2025-07-07 11-13-12;2025-07-07 11-13-30;2025-07-07 11-13-48;2025-07-07 11-16-37;2025-07-07 11-16-56;2025-07-07 11-17-14;2025-07-07 11-17-32;2025-07-07 11-17-50;2025-07-07 11-18-08;2025-07-07 11-18-26;2025-07-07 11-18-44;2025-07-07 11-19-03;2025-07-07 11-19-21;2025-07-07 11-19-39;2025-07-07 11-19-57;2025-07-07 11-20-15;2025-07-07 11-20-35;2025-07-07 11-20-54;2025-07-07 11-21-12;2025-07-07 11-21-31;2025-07-07 11-21-49;2025-07-07 11-22-07;2025-07-07 11-22-26;2025-07-07 11-22-44;2025-07-07 11-23-02;2025-07-07 11-23-20;2025-07-07 11-23-38;2025-07-07 11-23-57;2025-07-07 11-24-15;2025-07-07 11-24-34;2025-07-07 11-24-52;2025-07-07 11-25-10;2025-07-07 11-25-45;2025-07-07 11-26-03;2025-07-07 11-26-22;2025-07-07 11-26-40;2025-07-07 11-26-58;2025-07-07 11-27-16;2025-07-07 11-25-28;2025-07-07 11-25-46;2025-07-07 11-26-04;2025-07-07 11-26-23;2025-07-07 11-26-41;2025-07-07 11-26-59;2025-07-07 11-27-17;2025-07-07 11-27-35;2025-07-07 11-27-54;2025-07-07 11-27-34;2025-07-07 11-27-53;2025-07-07 11-28-11;2025-07-07 11-28-29;2025-07-07 11-28-48;2025-07-07 11-29-06;2025-07-07 11-29-24;2025-07-07 11-28-12;2025-07-07 11-28-30;2025-07-07 11-28-49;2025-07-07 11-29-07;2025-07-07 11-29-24;2025-07-07 11-29-43;2025-07-07 11-30-01;2025-07-07 11-30-19;2025-07-07 11-30-37;2025-07-07 11-30-55;2025-07-07 11-31-14;2025-07-07 11-31-32;2025-07-07 11-31-50;2025-07-07 11-32-09;2025-07-07 11-32-27;2025-07-07 11-32-45;2025-07-07 11-33-03;2025-07-07 11-33-23;2025-07-07 11-33-44;2025-07-07 11-34-02;2025-07-07 11-34-20;2025-07-07 11-34-38;2025-07-07 11-34-57;2025-07-07 11-35-15;2025-07-07 11-35-33;2025-07-07 11-35-51;2025-07-07 11-38-21;2025-07-07 11-38-39;2025-07-07 11-38-57;2025-07-07 11-39-15;2025-07-07 11-39-33;2025-07-07 11-39-51;2025-07-07 11-40-10;2025-07-07 11-40-28;2025-07-07 11-40-47;2025-07-07 11-41-05;2025-07-07 11-41-23;2025-07-07 11-41-41;2025-07-07 11-41-59;2025-07-07 11-42-17;2025-07-07 11-42-35;2025-07-07 11-42-53;2025-07-07 11-43-12;2025-07-07 11-43-31;2025-07-07 11-43-49;2025-07-07 11-44-07;2025-07-07 11-44-26;2025-07-07 11-44-44;2025-07-07 11-45-02;2025-07-07 11-45-20;2025-07-07 11-45-39;2025-07-07 11-45-57;2025-07-07 11-46-16;2025-07-07 11-46-34;2025-07-07 11-46-52;2025-07-07 11-47-10;2025-07-07 11-47-29;2025-07-07 11-47-47;2025-07-07 11-48-06;2025-07-07 11-48-24;2025-07-07 11-48-42;2025-07-07 11-49-00;2025-07-07 11-49-18;2025-07-07 11-49-36;2025-07-07 11-49-55;2025-07-07 11-50-13;2025-07-07 11-50-32;2025-07-07 11-50-50;2025-07-07 11-51-09;2025-07-07 11-51-27;2025-07-07 11-51-45;2025-07-07 11-52-03;2025-07-07 11-52-21;2025-07-07 11-52-40;2025-07-07 11-52-59;2025-07-07 11-53-17;2025-07-07 11-53-35;2025-07-07 11-53-53;2025-07-07 11-54-11;2025-07-07 11-54-29;2025-07-07 11-54-48;2025-07-07 11-55-06;2025-07-07 11-55-24;2025-07-07 11-55-42;2025-07-07 11-56-00;2025-07-07 11-56-19;2025-07-07 11-56-37;2025-07-07 11-56-55;2025-07-07 11-57-13;2025-07-07 11-57-31
0.110;1.540000;1.700000;1.680000;1.500000;1.760000;1.880000;1.480000;1.740000;1.740000;1.600000;1.900000;1.520000;1.600000;1.720000;1.700000;1.700000;1.720000;1.480000;1.600000;1.700000;1.900000;1.860000;1.900000;1.520000;1.700000;1.840000;1.440000;1.720000;1.800000;1.980000;1.700000;1.520000;1.660000;1.520000;1.820000;1.580000;1.780000;1.780000;1.880000;1.680000;1.640000;1.860000;2.080000;2.060000;1.800000;2.000000;1.840000;1.860000;1.820000;1.620000;1.800000;1.760000;1.780000;1.760000;1.860000;1.820000;1.840000;2.200000;1.960000;2.200000;2.000000;1.700000;1.540000;1.680000;1.540000;1.360000;1.520000;1.420000;1.420000;1.720000;2.000000;1.680000;1.540000;1.720000;1.900000;1.620000;1.800000;1.680000;1.800000;1.840000;1.860000;1.820000;1.580000;1.600000;1.820000;1.960000;1.780000;1.820000;1.800000;1.800000;0.418800;1.710200;0.910100;0.333200;1.602600;1.208000;1.900000;1.740000;1.740000;2.100000;1.880000;2.040000;1.920000;1.900000;1.820000;0.204800;0.232300;0.417900;1.556300;0.558500;0.397900;;1.680000;1.760000;1.700000;1.700000;1.680000;1.880000;2.100000;1.660000;1.940000;1.720000;1.820000;1.840000;1.880000;2.000000;1.760000;1.820000;1.880000;1.840000;1.940000;1.900000;1.880000;2.300000;1.840000;1.720000;1.780000;1.860000;1.500000;1.940000;1.760000;1.900000;1.720000;1.540000;1.700000;1.480000;1.780000;1.640000;1.980000;1.420000;1.640000;1.680000;1.620000;1.400000;1.680000;1.640000;1.780000;1.940000;1.680000;1.780000;1.760000;1.680000;1.720000;1.760000;1.960000;1.900000;1.860000;1.860000;1.700000;1.700000;1.800000;1.760000;1.880000;1.760000;1.980000;1.840000;2.040000;1.660000;1.820000;1.720000;1.720000;1.880000;2.040000;1.840000;1.820000;1.820000;1.880000;1.960000;2.200000;2.220000;2.040000;1.700000;1.800000;1.980000;1.860000;2.220000;2.240000;2.100000;1.920000;2.220000;1.860000;1.800000
0.120;1.320000;1.800000;1.820000;1.540000;1.740000;1.760000;1.500000;1.660000;1.700000;1.640000;1.640000;1.600000;1.520000;1.840000;1.700000;1.780000;1.820000;1.600000;1.520000;1.620000;1.520000;1.860000;1.980000;1.700000;1.580000;1.760000;1.720000;1.720000;1.800000;1.720000;1.940000;1.760000;1.880000;1.760000;1.700000;1.820000;1.820000;1.820000;2.000000;1.800000;1.640000;1.800000;2.080000;1.740000;1.640000;1.780000;1.780000;2.080000;1.960000;1.820000;1.780000;1.860000;1.640000;1.920000;1.940000;1.720000;1.840000;1.940000;1.920000;1.920000;1.940000;1.600000;1.840000;1.680000;1.580000;1.620000;1.680000;1.540000;1.460000;1.520000;1.700000;1.680000;1.620000;1.620000;1.480000;1.560000;1.620000;1.760000;1.840000;1.920000;1.720000;1.640000;1.620000;1.640000;1.720000;1.880000;1.840000;1.740000;1.800000;1.660000;0.148500;1.557100;0.444600;0.333200;0.221000;0.213500;1.900000;1.880000;1.760000;2.060000;1.880000;1.880000;1.840000;1.960000;2.000000;0.204800;0.010800;0.193900;0.213500;0.308600;0.397900;;1.820000;1.800000;1.660000;1.820000;1.820000;1.860000;1.760000;1.520000;1.860000;1.700000;1.920000;1.920000;1.740000;1.720000;1.980000;1.800000;1.800000;1.960000;2.140000;1.780000;1.900000;2.080000;2.280000;1.700000;1.860000;1.920000;1.540000;1.700000;1.720000;1.900000;1.660000;1.660000;1.640000;1.620000;1.620000;1.780000;1.820000;1.640000;1.840000;1.780000;1.600000;1.620000;1.980000;1.640000;1.700000;1.820000;1.480000;1.720000;1.700000;1.760000;1.740000;1.920000;1.900000;1.800000;1.680000;1.700000;1.720000;1.800000;1.800000;1.760000;1.840000;2.000000;1.940000;1.840000;1.740000;1.680000;1.880000;2.120000;1.700000;1.820000;1.720000;1.800000;1.820000;1.640000;1.820000;2.120000;1.960000;2.220000;1.860000;1.840000;1.700000;1.740000;1.960000;2.000000;2.040000;2.080000;2.200000;2.060000;1.900000;1.760000
0.130;1.400000;1.700000;1.700000;1.660000;1.840000;1.740000;1.800000;1.660000;1.740000;1.640000;1.540000;1.620000;1.760000;1.680000;1.880000;1.740000;1.780000;1.860000;1.640000;1.620000;1.540000;1.700000;1.680000;1.840000;1.720000;1.680000;1.720000;1.680000;1.640000;1.760000;1.880000;1.900000;1.880000;1.840000;1.720000;1.860000;1.740000;1.880000;1.920000;1.840000;1.700000;1.840000;1.660000;1.680000;1.720000;1.860000;1.780000;1.980000;2.000000;1.860000;1.920000;1.900000;1.680000;1.920000;1.920000;1.800000;2.060000;1.840000;1.980000;1.820000;1.780000;1.460000;1.720000;1.560000;1.600000;1.560000;1.680000;1.540000;1.620000;1.580000;1.600000;1.740000;1.660000;1.560000;1.480000;1.660000;1.620000;1.800000;1.840000;1.720000;1.620000;1.720000;1.800000;1.680000;1.660000;1.780000;1.780000;1.760000;1.720000;1.700000;0.148500;0.156800;0.213500;0.161800;0.103400;0.183900;1.780000;1.580000;1.800000;1.740000;1.880000;1.800000;1.760000;1.800000;1.840000;0.099200;0.010800;0.000800;0.213500;0.015000;0.145100;;1.920000;1.760000;1.880000;1.940000;1.860000;1.840000;1.760000;1.820000;1.820000;1.800000;1.980000;1.900000;1.880000;1.860000;2.000000;1.800000;1.940000;1.960000;1.960000;1.900000;1.920000;1.980000;1.980000;1.960000;1.880000;1.920000;1.660000;1.600000;1.720000;1.500000;1.620000;1.660000;1.640000;1.600000;1.620000;1.840000;1.620000;1.760000;1.760000;1.780000;1.620000;1.760000;1.620000;1.760000;1.620000;1.680000;1.660000;1.720000;1.640000;1.680000;1.780000;1.760000;1.860000;1.820000;1.640000;1.720000;1.740000;1.820000;1.740000;1.780000;1.840000;1.840000;1.760000;1.820000;1.800000;1.720000;1.660000;2.000000;1.700000;1.860000;1.720000;1.800000;1.760000;1.640000;1.900000;2.060000;1.920000;1.780000;1.820000;1.900000;1.780000;1.740000;2.060000;2.060000;2.040000;2.100000;2.200000;2.060000;1.820000;1.960000
0.140;1.360000;1.640000;1.700000;1.720000;1.840000;1.840000;1.820000;1.620000;1.740000;1.620000;1.540000;1.660000;1.800000;1.720000;1.920000;1.760000;1.800000;1.800000;1.640000;1.620000;1.600000;1.720000;1.760000;1.840000;1.700000;1.740000;1.760000;1.660000;1.640000;1.860000;1.860000;1.900000;1.980000;1.800000;1.840000;1.720000;1.740000;1.900000;1.780000;1.840000;1.780000;1.760000;1.680000;1.680000;1.680000;1.860000;1.900000;1.980000;2.000000;1.860000;1.860000;1.920000;1.700000;1.940000;1.920000;1.800000;1.960000;1.860000;1.980000;1.760000;1.800000;1.480000;1.720000;1.620000;1.700000;1.560000;1.720000;1.720000;1.580000;1.680000;1.680000;1.720000;1.640000;1.640000;1.640000;1.740000;1.740000;1.800000;1.680000;1.780000;1.740000;1.680000;1.880000;1.560000;1.700000;1.700000;1.800000;1.760000;1.760000;1.720000;0.011200;0.121300;0.115100;0.143500;0.009100;0.183900;1.800000;1.620000;1.800000;1.740000;1.780000;1.800000;1.760000;1.820000;1.900000;0.050800;0.028300;0.069200;0.103400;0.010000;0.145100;;2.000000;1.720000;1.880000;1.940000;1.880000;1.860000;1.900000;1.880000;1.820000;1.820000;1.960000;1.900000;1.860000;1.820000;2.100000;1.880000;1.840000;1.920000;1.940000;1.940000;1.920000;1.980000;1.940000;1.960000;2.040000;1.980000;1.560000;1.760000;1.720000;1.580000;1.620000;1.760000;1.720000;1.700000;1.680000;1.700000;1.660000;1.740000;1.680000;1.680000;1.820000;1.640000;1.620000;1.820000;1.680000;1.600000;1.780000;1.760000;1.640000;1.540000;1.800000;1.760000;1.740000;1.680000;1.600000;1.760000;1.740000;1.700000;1.860000;1.860000;1.780000;1.840000;1.740000;1.820000;1.720000;1.720000;1.780000;1.980000;1.920000;1.860000;1.800000;1.940000;1.880000;1.820000;1.960000;2.040000;2.040000;1.840000;1.900000;1.880000;1.960000;1.760000;2.040000;2.000000;1.860000;1.980000;1.960000;1.960000;2.040000;2.040000
0.150;1.460000;1.640000;1.720000;1.760000;1.840000;1.780000;1.820000;1.660000;1.740000;1.620000;1.620000;1.620000;1.800000;1.740000;1.880000;1.760000;1.760000;1.740000;1.660000;1.600000;1.760000;1.720000;1.820000;1.800000;1.720000;1.720000;1.760000;1.660000;1.700000;1.880000;1.900000;1.900000;1.920000;1.820000;1.820000;1.860000;1.760000;1.940000;1.860000;1.840000;1.800000;1.840000;1.700000;1.680000;1.780000;1.860000;1.980000;1.820000;1.940000;1.860000;1.920000;1.860000;1.800000;1.920000;1.920000;1.920000;1.900000;2.060000;1.880000;1.760000;1.840000;1.600000;1.740000;1.640000;1.780000;1.720000;1.700000;1.600000;1.580000;1.700000;1.680000;1.720000;1.640000;1.720000;1.560000;1.720000;1.720000;1.900000;1.660000;1.860000;1.700000;1.660000;1.680000;1.620000;1.640000;1.700000;1.780000;1.800000;1.780000;1.800000;0.011200;0.052500;0.115100;0.103400;0.051700;0.074200;1.760000;1.600000;1.780000;1.740000;1.780000;1.900000;1.760000;1.860000;1.960000;0.061700;0.032100;0.069200;0.016600;0.020800;0.036700;;2.000000;1.840000;1.980000;1.900000;1.880000;1.860000;1.820000;1.840000;1.860000;1.740000;1.920000;1.940000;2.060000;1.840000;2.060000;1.880000;1.840000;1.900000;1.940000;1.960000;1.940000;2.080000;2.000000;1.980000;2.040000;1.980000;1.560000;1.700000;1.700000;1.700000;1.660000;1.760000;1.760000;1.740000;1.740000;1.800000;1.600000;1.760000;1.780000;1.680000;1.860000;1.660000;1.640000;1.720000;1.760000;1.640000;1.780000;1.740000;1.780000;1.620000;1.840000;1.840000;1.740000;1.780000;1.700000;1.660000;1.760000;1.700000;1.860000;1.780000;1.780000;1.720000;1.680000;1.900000;1.820000;1.720000;1.840000;2.000000;1.900000;1.760000;1.860000;1.900000;1.860000;1.740000;1.860000;2.100000;2.100000;1.900000;1.800000;1.860000;1.940000;1.740000;2.040000;1.980000;1.860000;1.980000;2.120000;2.000000;1.940000;1.960000
0.160;1.480000;1.660000;1.720000;1.780000;1.860000;1.740000;1.640000;1.680000;1.700000;1.700000;1.640000;1.600000;1.700000;1.700000;1.780000;1.660000;1.800000;1.700000;1.700000;1.660000;1.660000;1.760000;1.700000;1.760000;1.720000;1.660000;1.740000;1.720000;1.680000;1.820000;1.820000;1.880000;1.860000;1.820000;1.840000;1.780000;1.660000;1.980000;1.820000;1.840000;1.720000;1.760000;1.900000;1.720000;1.840000;1.780000;1.900000;1.920000;1.920000;1.980000;1.960000;1.840000;1.800000;1.920000;1.880000;1.860000;2.000000;1.960000;2.080000;2.000000;1.860000;1.560000;1.680000;1.660000;1.780000;1.660000;1.580000;1.600000;1.540000;1.700000;1.760000;1.700000;1.640000;1.700000;1.620000;1.760000;1.720000;1.800000;1.760000;1.760000;1.800000;1.680000;1.680000;1.620000;1.640000;1.660000;1.820000;1.760000;1.720000;1.820000;0.005000;0.080500;0.072100;0.093400;0.051700;0.074200;1.760000;1.600000;1.680000;1.740000;1.840000;1.780000;1.700000;1.860000;1.960000;0.061700;0.037500;0.093000;0.037100;0.051700;0.007100;;1.920000;1.760000;1.880000;1.900000;1.880000;1.760000;1.820000;1.860000;1.940000;1.760000;1.820000;1.960000;1.960000;1.900000;2.060000;1.940000;1.880000;1.900000;1.960000;2.080000;1.860000;2.080000;1.860000;2.060000;1.900000;1.960000;1.720000;1.700000;1.640000;1.700000;1.680000;1.780000;1.680000;1.720000;1.620000;1.820000;1.800000;1.860000;1.680000;1.660000;1.860000;1.600000;1.640000;1.740000;1.620000;1.640000;1.660000;1.740000;1.740000;1.620000;1.760000;1.800000;1.760000;1.660000;1.660000;1.660000;1.840000;1.700000;1.780000;1.860000;1.800000;1.920000;1.680000;1.720000;1.820000;1.700000;1.960000;2.000000;1.960000;1.780000;1.800000;1.900000;1.880000;1.800000;1.900000;1.940000;1.920000;1.900000;1.800000;1.820000;1.860000;1.760000;2.100000;1.860000;1.860000;2.060000;2.100000;2.080000;1.920000;1.960000
0.170;1.540000;1.620000;1.760000;1.660000;1.680000;1.860000;1.660000;1.720000;1.640000;1.700000;1.640000;1.640000;1.740000;1.700000;1.860000;1.760000;1.720000;1.680000;1.780000;1.680000;1.660000;1.760000;1.680000;1.700000;1.680000;1.760000;1.820000;1.720000;1.620000;1.820000;1.800000;1.920000;1.940000;1.780000;1.860000;1.780000;1.620000;2.040000;1.820000;1.700000;1.800000;1.940000;1.740000;1.800000;1.840000;1.940000;1.980000;1.920000;1.900000;1.920000;1.960000;1.860000;1.840000;1.900000;2.080000;1.980000;1.960000;1.960000;2.100000;1.920000;1.840000;1.600000;1.740000;1.780000;1.760000;1.660000;1.660000;1.620000;1.640000;1.740000;1.760000;1.780000;1.780000;1.720000;1.600000;1.640000;1.760000;1.740000;1.800000;1.760000;1.800000;1.680000;1.800000;1.640000;1.640000;1.840000;1.760000;1.760000;1.740000;1.680000;0.029600;0.080500;0.072100;0.035000;0.002000;0.076300;1.700000;1.640000;1.640000;1.680000;1.760000;1.920000;1.740000;1.760000;1.840000;0.045800;0.091300;0.062900;0.037100;0.051700;0.040000;;1.800000;1.780000;1.800000;1.920000;1.860000;1.760000;1.760000;1.860000;1.940000;1.820000;1.960000;1.880000;1.920000;1.800000;1.920000;1.840000;1.880000;1.900000;1.840000;2.080000;1.860000;2.120000;1.920000;1.980000;1.940000;1.880000;1.700000;1.760000;1.660000;1.660000;1.660000;1.760000;1.660000;1.720000;1.740000;1.800000;1.680000;1.860000;1.600000;1.640000;1.800000;1.600000;1.840000;1.720000;1.620000;1.720000;1.640000;1.820000;1.700000;1.580000;1.800000;1.720000;1.780000;1.840000;1.780000;1.700000;1.840000;1.720000;1.800000;1.860000;1.680000;1.760000;1.740000;1.780000;1.800000;1.800000;1.900000;1.920000;1.900000;1.820000;1.780000;1.880000;1.820000;1.880000;1.960000;1.960000;2.040000;2.000000;1.900000;1.800000;1.960000;1.880000;2.100000;1.980000;1.820000;1.860000;1.960000;2.040000;1.860000;1.940000
0.180;1.540000;1.600000;1.640000;1.680000;1.780000;1.860000;1.660000;1.720000;1.660000;1.660000;1.700000;1.620000;1.720000;1.740000;1.740000;1.800000;1.720000;1.680000;1.680000;1.720000;1.720000;1.720000;1.840000;1.680000;1.720000;1.720000;1.740000;1.800000;1.660000;1.860000;1.800000;1.800000;1.860000;1.760000;1.860000;1.760000;1.740000;1.940000;1.900000;1.700000;1.860000;1.940000;1.840000;1.780000;1.940000;1.920000;1.980000;1.980000;1.920000;1.940000;1.940000;1.880000;1.860000;1.940000;2.100000;1.820000;1.880000;1.960000;2.100000;1.980000;1.840000;1.580000;1.700000;1.760000;1.700000;1.680000;1.700000;1.660000;1.640000;1.660000;1.780000;1.780000;1.800000;1.720000;1.700000;1.640000;1.740000;1.880000;1.760000;1.660000;1.720000;1.700000;1.780000;1.720000;1.620000;1.740000;1.860000;1.900000;1.980000;1.800000;0.076300;0.092200;0.093800;0.035000;0.050000;0.020400;1.700000;1.640000;1.740000;1.820000;1.860000;1.900000;1.840000;1.760000;1.860000;0.045800;0.059600;0.034600;0.033300;0.103000;0.040000;;1.860000;1.780000;1.920000;1.980000;1.880000;1.840000;1.860000;1.800000;2.000000;1.820000;1.960000;1.920000;1.920000;1.820000;1.880000;2.040000;1.880000;2.120000;2.000000;1.920000;2.040000;2.000000;1.880000;2.000000;1.880000;2.080000;1.640000;1.720000;1.660000;1.760000;1.760000;1.700000;1.700000;1.640000;1.820000;1.820000;1.800000;1.900000;1.680000;1.780000;1.720000;1.720000;1.760000;1.680000;1.840000;1.680000;1.660000;1.940000;1.880000;1.740000;1.720000;1.700000;1.700000;1.720000;1.800000;1.720000;1.760000;1.900000;1.900000;1.920000;1.780000;1.760000;1.720000;1.880000;1.920000;1.700000;2.060000;1.940000;1.940000;1.880000;2.000000;1.820000;1.840000;1.840000;2.060000;2.000000;2.040000;2.000000;1.900000;1.760000;1.920000;1.860000;2.060000;2.080000;1.960000;2.000000;1.960000;2.140000;1.980000;1.920000
0.190;1.480000;1.620000;1.700000;1.660000;1.740000;1.820000;1.600000;1.780000;1.700000;1.640000;1.720000;1.620000;1.680000;1.820000;1.960000;1.800000;1.780000;1.740000;1.720000;1.860000;1.720000;1.780000;1.840000;1.740000;1.940000;1.800000;1.720000;1.740000;1.680000;1.860000;1.780000;1.940000;2.040000;1.860000;1.800000;1.780000;1.780000;1.940000;1.820000;1.900000;1.940000;1.940000;1.920000;1.760000;1.860000;1.940000;1.960000;2.000000;1.940000;1.940000;1.940000;1.940000;1.920000;1.960000;2.140000;2.000000;2.000000;2.040000;2.000000;1.980000;1.860000;1.660000;1.680000;1.720000;1.720000;1.640000;1.680000;1.700000;1.700000;1.720000;1.760000;1.620000;1.740000;1.780000;1.680000;1.740000;1.900000;1.920000;1.840000;1.840000;1.780000;1.780000;1.720000;1.840000;1.720000;1.820000;1.860000;1.880000;1.840000;1.720000;0.076300;0.037100;0.071700;0.025400;0.059600;0.073400;1.880000;1.700000;1.720000;1.820000;1.860000;1.820000;1.820000;1.900000;1.900000;0.115100;0.059600;0.019600;0.033300;0.112200;0.075500;;1.840000;1.760000;1.940000;1.860000;1.800000;1.900000;1.860000;1.840000;1.960000;1.840000;2.080000;2.120000;1.960000;1.820000;1.960000;2.000000;1.960000;1.940000;2.140000;2.000000;1.980000;2.180000;1.880000;2.080000;1.980000;2.120000;1.640000;1.880000;1.700000;1.760000;1.680000;1.820000;1.840000;1.680000;1.800000;1.820000;1.760000;1.760000;1.780000;1.780000;1.800000;1.720000;1.740000;1.960000;1.840000;1.660000;1.600000;2.000000;1.860000;1.740000;1.940000;1.860000;1.820000;1.840000;1.900000;1.780000;1.860000;1.840000;1.900000;1.880000;1.880000;1.820000;1.840000;1.940000;1.960000;1.740000;2.040000;1.940000;1.860000;2.040000;1.940000;1.860000;1.940000;1.840000;2.060000;2.000000;2.040000;2.080000;1.940000;1.800000;1.940000;1.840000;2.040000;2.080000;2.040000;2.000000;1.940000;2.080000;2.000000;2.040000
0.200;1.480000;1.720000;1.660000;1.660000;1.740000;1.920000;1.800000;1.660000;1.820000;1.640000;1.860000;1.740000;1.680000;1.780000;1.780000;1.820000;1.780000;1.740000;1.740000;1.720000;1.800000;1.780000;1.760000;1.840000;1.860000;1.700000;1.780000;1.760000;1.680000;1.880000;1.920000;1.880000;1.760000;1.860000;1.780000;1.900000;1.720000;2.040000;1.920000;1.900000;1.880000;1.860000;1.940000;1.700000;1.860000;2.000000;2.040000;2.120000;1.960000;1.860000;1.900000;1.940000;1.960000;2.040000;2.060000;2.000000;2.080000;2.040000;1.920000;1.980000;1.980000;1.660000;1.700000;1.680000;1.680000;1.740000;1.640000;1.520000;1.580000;1.660000;1.740000;1.760000;1.840000;1.780000;1.640000;1.740000;1.780000;1.840000;1.800000;1.820000;1.700000;1.800000;1.820000;1.780000;1.700000;1.840000;1.840000;1.820000;1.880000;1.820000;0.042500;0.020800;0.095100;0.072900;0.037900;0.073400;1.780000;1.740000;1.760000;1.920000;1.800000;1.840000;1.840000;1.880000;1.820000;0.128000;0.008300;0.016700;0.025000;0.062100;0.075500;;1.980000;1.860000;1.880000;1.920000;1.940000;1.900000;1.880000;2.040000;1.960000;1.880000;2.040000;2.100000;2.000000;2.040000;2.000000;1.980000;2.080000;1.940000;2.140000;2.040000;2.080000;2.180000;2.100000;2.080000;2.040000;2.040000;1.640000;1.840000;1.740000;1.760000;1.820000;1.840000;1.760000;1.680000;1.760000;1.780000;1.800000;1.760000;1.780000;1.900000;1.880000;1.820000;1.760000;1.960000;1.800000;1.740000;1.680000;1.820000;1.860000;1.740000;1.940000;1.840000;1.820000;1.820000;1.900000;1.920000;1.800000;1.820000;1.880000;1.800000;1.880000;1.900000;1.880000;1.960000;2.000000;1.960000;2.040000;1.980000;1.960000;2.080000;1.940000;1.980000;2.040000;1.820000;1.940000;2.060000;2.160000;2.000000;1.960000;2.000000;1.940000;1.860000;2.240000;2.120000;2.100000;1.980000;2.140000;1.980000;2.060000;2.040000
0.210;1.560000;1.720000;1.740000;1.660000;1.820000;1.800000;1.700000;1.720000;1.820000;1.680000;1.760000;1.740000;1.720000;1.680000;1.780000;1.780000;1.820000;1.700000;1.720000;1.640000;1.760000;1.780000;1.760000;1.840000;1.760000;1.760000;1.740000;1.740000;1.680000;1.860000;1.920000;1.820000;1.800000;1.860000;1.860000;1.900000;1.740000;1.880000;1.980000;1.800000;1.880000;1.920000;1.780000;1.840000;1.820000;1.880000;2.120000;2.060000;2.000000;1.960000;2.040000;1.940000;1.960000;2.000000;2.220000;2.040000;1.980000;2.060000;2.040000;2.080000;1.960000;1.620000;1.680000;1.700000;1.640000;1.680000;1.680000;1.660000;1.620000;1.640000;1.760000;1.780000;1.700000;1.640000;1.620000;1.720000;1.780000;1.760000;1.660000;1.860000;1.780000;1.720000;1.800000;1.640000;1.640000;1.820000;1.860000;1.760000;1.880000;1.840000;0.020800;0.083400;0.095100;0.081700;0.002900;0.126000;1.700000;1.720000;1.760000;1.980000;1.880000;1.880000;1.840000;1.820000;1.940000;0.116300;0.054600;0.016700;0.001600;0.008700;0.092200;;1.960000;1.860000;1.860000;1.940000;1.840000;1.840000;1.840000;2.040000;1.900000;1.900000;2.080000;2.140000;2.120000;1.900000;2.060000;1.920000;2.060000;2.000000;2.220000;1.920000;1.980000;2.140000;2.080000;2.180000;2.140000;2.080000;1.840000;1.840000;1.800000;1.780000;1.680000;1.800000;1.740000;1.860000;1.820000;1.780000;1.740000;1.740000;1.820000;1.640000;1.820000;1.740000;1.760000;1.740000;1.780000;1.800000;1.680000;1.820000;1.820000;1.780000;1.780000;1.840000;1.760000;1.820000;1.800000;1.920000;1.800000;1.820000;2.000000;2.000000;1.820000;1.920000;1.800000;2.040000;2.000000;1.820000;2.040000;2.040000;1.940000;1.940000;1.980000;1.940000;1.860000;1.820000;2.040000;2.180000;2.180000;2.060000;2.000000;2.000000;1.980000;1.880000;2.120000;2.120000;2.280000;2.080000;2.140000;2.120000;2.060000;2.080000
