TimeStamp;2025-07-07 10-59-35;2025-07-07 10-59-54;2025-07-07 11-00-12;2025-07-07 11-00-30;2025-07-07 11-00-48;2025-07-07 11-01-06;2025-07-07 11-01-24;2025-07-07 11-01-43;2025-07-07 11-02-01;2025-07-07 11-02-19;2025-07-07 11-02-37;2025-07-07 11-02-55;2025-07-07 11-03-14;2025-07-07 11-03-32;2025-07-07 11-03-50;2025-07-07 11-04-09;2025-07-07 11-04-27;2025-07-07 11-04-45;2025-07-07 11-05-04;2025-07-07 11-05-22;2025-07-07 11-05-40;2025-07-07 11-05-58;2025-07-07 11-06-16;2025-07-07 11-06-35;2025-07-07 11-06-53;2025-07-07 11-07-11;2025-07-07 11-07-30;2025-07-07 11-07-49;2025-07-07 11-08-09;2025-07-07 11-08-29;2025-07-07 11-08-47;2025-07-07 11-07-30;2025-07-07 11-07-49;2025-07-07 11-08-09;2025-07-07 11-08-29;2025-07-07 11-08-47;2025-07-07 11-09-06;2025-07-07 11-09-24;2025-07-07 11-09-42;2025-07-07 11-10-00;2025-07-07 11-10-20;2025-07-07 11-10-39;2025-07-07 11-09-06;2025-07-07 11-09-24;2025-07-07 11-09-42;2025-07-07 11-10-00;2025-07-07 11-10-20;2025-07-07 11-10-39;2025-07-07 11-10-57;2025-07-07 11-10-57;2025-07-07 11-11-15;2025-07-07 11-11-33;2025-07-07 11-11-52;2025-07-07 11-12-10;2025-07-07 11-12-28;2025-07-07 11-12-46;2025-07-07 11-13-04;2025-07-07 11-13-22;2025-07-07 11-13-40;2025-07-07 11-16-30;2025-07-07 11-16-48;2025-07-07 11-17-06;2025-07-07 11-17-25;2025-07-07 11-17-42;2025-07-07 11-18-00;2025-07-07 11-18-19;2025-07-07 11-18-37;2025-07-07 11-18-55;2025-07-07 11-19-14;2025-07-07 11-19-32;2025-07-07 11-19-50;2025-07-07 11-20-08;2025-07-07 11-20-28;2025-07-07 11-20-46;2025-07-07 11-21-05;2025-07-07 11-21-23;2025-07-07 11-21-42;2025-07-07 11-22-00;2025-07-07 11-22-18;2025-07-07 11-22-37;2025-07-07 11-22-55;2025-07-07 11-23-13;2025-07-07 11-23-31;2025-07-07 11-23-50;2025-07-07 11-24-08;2025-07-07 11-24-26;2025-07-07 11-24-45;2025-07-07 11-25-03;2025-07-07 11-25-21;2025-07-07 11-25-39;2025-07-07 11-25-57;2025-07-07 11-26-16;2025-07-07 11-26-34;2025-07-07 11-26-52;2025-07-07 11-27-10;2025-07-07 11-27-28;2025-07-07 11-27-46;2025-07-07 11-28-04;2025-07-07 11-28-23;2025-07-07 11-28-41;2025-07-07 11-29-00;2025-07-07 11-29-18;2025-07-07 11-29-35;2025-07-07 11-29-53;2025-07-07 11-30-12;2025-07-07 11-30-30;2025-07-07 11-30-48;2025-07-07 11-31-07;2025-07-07 11-31-25;2025-07-07 11-31-43;2025-07-07 11-32-01;2025-07-07 11-32-20;2025-07-07 11-32-38;2025-07-07 11-32-56;2025-07-07 11-33-16;2025-07-07 11-33-37;2025-07-07 11-33-55;2025-07-07 11-34-13;2025-07-07 11-34-31;2025-07-07 11-34-49;2025-07-07 11-35-08;2025-07-07 11-35-26;2025-07-07 11-35-44;2025-07-07 11-38-13;2025-07-07 11-38-31;2025-07-07 11-38-50;2025-07-07 11-39-08;2025-07-07 11-39-26;2025-07-07 11-39-44;2025-07-07 11-40-02;2025-07-07 11-40-21;2025-07-07 11-40-39;2025-07-07 11-40-58;2025-07-07 11-41-16;2025-07-07 11-41-34;2025-07-07 11-41-52;2025-07-07 11-42-10;2025-07-07 11-42-28;2025-07-07 11-42-46;2025-07-07 11-43-05;2025-07-07 11-43-23;2025-07-07 11-43-42;2025-07-07 11-44-00;2025-07-07 11-44-18;2025-07-07 11-44-37;2025-07-07 11-44-55;2025-07-07 11-45-13;2025-07-07 11-45-32;2025-07-07 11-45-50;2025-07-07 11-46-08;2025-07-07 11-46-27;2025-07-07 11-46-45;2025-07-07 11-47-03;2025-07-07 11-47-21;2025-07-07 11-47-39;2025-07-07 11-47-58;2025-07-07 11-48-17;2025-07-07 11-48-35;2025-07-07 11-48-53;2025-07-07 11-49-11;2025-07-07 11-49-29;2025-07-07 11-49-47;2025-07-07 11-50-06;2025-07-07 11-50-24;2025-07-07 11-50-43;2025-07-07 11-51-01;2025-07-07 11-51-19;2025-07-07 11-51-38;2025-07-07 11-51-56;2025-07-07 11-52-14;2025-07-07 11-52-32;2025-07-07 11-52-51;2025-07-07 11-53-10;2025-07-07 11-53-28;2025-07-07 11-53-46;2025-07-07 11-54-04;2025-07-07 11-54-22;2025-07-07 11-54-40;2025-07-07 11-54-58;2025-07-07 11-55-17;2025-07-07 11-55-35;2025-07-07 11-55-53;2025-07-07 11-56-11;2025-07-07 11-56-29;2025-07-07 11-56-48;2025-07-07 11-57-06;2025-07-07 11-57-24
0.110;0.105400;0.106600;0.033600;0.106000;0.131000;0.125200;0.144500;0.106900;0.025900;0.078500;0.021000;0.100200;0.032700;0.126700;0.096800;0.065000;0.127100;0.003300;0.072100;0.123100;0.008500;0.062600;0.123400;0.129500;0.014600;1.100000;1.280000;1.160000;1.440000;1.440000;1.280000;0.067500;0.150000;0.055600;0.109700;0.000300;1.220000;1.160000;1.000000;1.300000;1.340000;1.180000;0.066900;0.016500;0.065000;0.034800;0.158500;0.051600;1.160000;0.025000;0.019800;0.036900;0.079100;0.053700;0.000200;0.034500;0.088300;0.180500;0.127700;0.017400;0.043400;0.001500;0.050700;0.117900;0.043300;0.072700;0.041200;0.084900;0.074800;0.082800;0.049800;0.020100;0.026200;0.046100;0.135300;0.007300;0.152700;0.028100;0.074800;0.024400;0.043300;0.045200;0.058900;0.152400;0.023200;0.073000;0.031400;0.169900;0.099300;0.030200;0.096500;0.051000;0.021000;0.122500;0.043000;0.088000;0.009100;0.051600;0.004200;0.068100;0.112100;0.169800;0.080600;0.112700;0.003300;0.095300;0.062300;0.078800;0.025000;0.023800;0.064400;0.047600;0.086400;0.103500;0.022300;0.094100;0.191300;0.010700;0.062000;0.115500;0.088900;0.052800;0.090700;0.080300;0.020400;0.129200;0.063200;0.184800;0.123100;0.014900;0.044900;0.088000;0.066300;0.055000;0.151500;0.026200;0.090400;0.084000;0.070200;0.097700;0.004800;0.079100;0.006700;0.171400;0.043100;0.076400;0.109600;0.124000;0.096200;0.054000;0.127700;0.071400;0.107800;0.110900;0.051300;0.080000;0.055600;0.133500;0.161300;0.022300;0.029900;0.080900;0.015500;0.043400;0.065900;0.033800;0.082700;0.088900;0.107500;0.013700;0.010400;0.071100;0.021700;0.017700;0.030500;0.013700;0.061400;0.063500;0.130100;0.034800;0.086100;0.013700;0.106300;0.050700;0.032600;0.097100;0.031400
0.120;0.105400;0.113300;0.036900;0.105700;0.146600;0.123700;0.156700;0.099000;0.025900;0.055300;0.022000;0.100200;0.054300;0.125800;0.082800;0.073000;0.127100;0.034800;0.087600;0.123100;0.010000;0.082400;0.123400;0.121000;0.015500;1.040000;1.260000;1.240000;1.300000;1.320000;1.080000;0.068400;0.150000;0.055300;0.109700;0.007300;1.220000;1.180000;1.240000;1.180000;1.380000;1.180000;0.066900;0.010000;0.076400;0.034800;0.160100;0.040300;1.060000;0.029600;0.022600;0.043700;0.074200;0.060500;0.000000;0.048800;0.103200;0.180500;0.124900;0.017400;0.065300;0.009700;0.069600;0.113600;0.052800;0.080000;0.029000;0.084900;0.082500;0.093700;0.049800;0.018300;0.017700;0.056800;0.121900;0.004600;0.153700;0.034200;0.074800;0.048500;0.018600;0.053400;0.061100;0.157000;0.033600;0.065300;0.029000;0.161000;0.089800;0.032700;0.079100;0.061400;0.026500;0.113000;0.043000;0.114200;0.010000;0.074500;0.011900;0.072700;0.110000;0.161300;0.084600;0.111500;0.002100;0.095600;0.060800;0.073000;0.025000;0.023800;0.076700;0.047600;0.082500;0.103500;0.021400;0.094100;0.180800;0.025900;0.069600;0.115200;0.074500;0.052800;0.087600;0.073600;0.020400;0.138400;0.061100;0.177800;0.099900;0.004200;0.033300;0.088000;0.063200;0.059900;0.138700;0.025300;0.082800;0.074200;0.070200;0.101100;0.016200;0.082500;0.010400;0.166500;0.042100;0.081500;0.109600;0.125200;0.096200;0.038100;0.122500;0.077200;0.114900;0.108100;0.057700;0.072700;0.055600;0.137700;0.166800;0.028400;0.039100;0.082400;0.015500;0.038700;0.067800;0.019500;0.087900;0.081800;0.111800;0.032000;0.010400;0.071100;0.029600;0.017700;0.032900;0.022500;0.065600;0.069600;0.134700;0.034800;0.074500;0.013700;0.106300;0.050700;0.034500;0.096800;0.036600
0.130;0.107200;0.111800;0.036900;0.117900;0.132000;0.123700;0.162200;0.108100;0.023200;0.081500;0.022000;0.105100;0.034200;0.124600;0.083100;0.051300;0.113000;0.000600;0.087600;0.122200;0.010000;0.078200;0.120000;0.121000;0.011300;1.000000;1.260000;1.400000;1.340000;1.300000;1.220000;0.068400;0.161000;0.054600;0.106000;0.008500;1.140000;1.220000;1.200000;1.220000;1.540000;1.180000;0.061400;0.010000;0.065300;0.025900;0.160100;0.041500;1.160000;0.030500;0.031400;0.048800;0.074200;0.043300;0.000000;0.031400;0.087000;0.172300;0.124900;0.015200;0.050400;0.009700;0.059800;0.113600;0.046100;0.068100;0.029000;0.076700;0.071400;0.093700;0.048200;0.018300;0.017700;0.050400;0.118200;0.004600;0.157600;0.022600;0.069000;0.038800;0.037500;0.058600;0.066300;0.138700;0.030200;0.065400;0.029000;0.164400;0.105400;0.029900;0.079100;0.061400;0.021000;0.124000;0.042100;0.100200;0.023500;0.074500;0.011900;0.066000;0.109000;0.161300;0.089800;0.114500;0.005200;0.095600;0.060800;0.065700;0.012800;0.026200;0.059200;0.038500;0.095600;0.105100;0.007300;0.080000;0.188500;0.025900;0.069600;0.115200;0.078500;0.043300;0.106000;0.075700;0.002100;0.138400;0.074500;0.163100;0.107200;0.004200;0.040600;0.092600;0.073600;0.059900;0.159200;0.025300;0.085500;0.069600;0.090100;0.089500;0.016700;0.083100;0.010400;0.153300;0.056200;0.091900;0.108400;0.125200;0.084300;0.038100;0.122500;0.072100;0.114900;0.110300;0.057700;0.093800;0.058900;0.144800;0.166800;0.027500;0.026500;0.086700;0.012500;0.038700;0.073900;0.019500;0.082800;0.089500;0.110300;0.032000;0.010300;0.096800;0.029600;0.024700;0.032900;0.022500;0.058300;0.069600;0.134700;0.036600;0.091000;0.015900;0.101400;0.058900;0.034500;0.091600;0.029900
0.140;0.117900;0.102600;0.023800;0.107200;0.132000;0.132900;0.146600;0.095300;0.023200;0.073300;0.034200;0.105100;0.034200;0.118800;0.090700;0.076000;0.119400;0.019800;0.067500;0.115800;0.001800;0.078200;0.129500;0.131600;0.015800;1.220000;1.180000;1.260000;1.220000;1.280000;1.220000;0.068100;0.158200;0.054600;0.106300;0.021400;1.340000;1.200000;1.300000;1.260000;1.320000;0.880000;0.065300;0.020400;0.070500;0.030500;0.162500;0.043000;1.160000;0.032900;0.026200;0.048800;0.084000;0.043300;0.005100;0.031400;0.087000;0.172600;0.120300;0.015200;0.050400;0.002100;0.059800;0.113300;0.050100;0.084300;0.034800;0.082800;0.071400;0.088900;0.049200;0.018900;0.022600;0.051300;0.124300;0.005500;0.150000;0.027200;0.069000;0.038800;0.042700;0.058600;0.063200;0.156400;0.030200;0.076900;0.024700;0.164400;0.106300;0.042400;0.099600;0.054000;0.031400;0.124000;0.054700;0.100200;0.010700;0.065300;0.001500;0.066000;0.109600;0.163700;0.089800;0.120900;0.002700;0.101100;0.055600;0.065700;0.012800;0.018600;0.059200;0.047000;0.090100;0.117000;0.014900;0.080000;0.179300;0.008800;0.065100;0.110200;0.091000;0.054600;0.106000;0.065700;0.008200;0.137700;0.070200;0.187900;0.104100;0.022900;0.040600;0.092600;0.066600;0.028400;0.159200;0.030800;0.072100;0.069600;0.082400;0.089500;0.016700;0.083100;0.004500;0.159100;0.043000;0.091900;0.108400;0.118200;0.084300;0.051300;0.120000;0.072100;0.103500;0.110300;0.047900;0.084300;0.062900;0.135300;0.165600;0.022300;0.026500;0.091300;0.012500;0.037900;0.073900;0.008200;0.072400;0.089500;0.107800;0.020400;0.004800;0.091000;0.021700;0.031100;0.033900;0.021900;0.062000;0.060500;0.117900;0.032700;0.087700;0.015900;0.107800;0.036000;0.029900;0.091600;0.036600
0.150;0.103200;0.102600;0.023800;0.107200;0.142700;0.132900;0.146600;0.113600;0.022600;0.078500;0.015900;0.082800;0.047900;0.122800;0.090700;0.076000;0.115800;0.019800;0.071200;0.126800;0.001800;0.070200;0.127700;0.123400;0.008800;1.160000;1.320000;1.200000;1.380000;1.460000;1.080000;0.068100;0.163700;0.045800;0.114500;0.021400;1.120000;1.260000;1.240000;1.260000;1.220000;0.880000;0.062000;0.018300;0.070800;0.031400;0.162500;0.043000;1.000000;0.026800;0.026200;0.035700;0.066600;0.055600;0.005100;0.043000;0.103900;0.178400;0.114500;0.014900;0.056200;0.004500;0.068400;0.113300;0.040600;0.084300;0.034800;0.067200;0.080900;0.088900;0.045200;0.023200;0.032700;0.066300;0.124300;0.005500;0.150000;0.027200;0.063800;0.039400;0.042700;0.077600;0.061700;0.154300;0.034800;0.063800;0.036600;0.169200;0.085500;0.026200;0.090700;0.052200;0.031400;0.126200;0.043900;0.110300;0.010700;0.065300;0.012800;0.069900;0.115800;0.174100;0.088000;0.116100;0.013700;0.101100;0.069300;0.057700;0.006100;0.010400;0.067200;0.047300;0.095300;0.117000;0.017100;0.087900;0.192200;0.005500;0.065100;0.111800;0.087300;0.046400;0.091000;0.080900;0.012200;0.124900;0.070200;0.187900;0.104100;0.022900;0.049800;0.065700;0.062600;0.061700;0.149700;0.026500;0.075400;0.073900;0.086400;0.103800;0.007300;0.087300;0.004500;0.159100;0.047300;0.077600;0.117900;0.118200;0.086700;0.037800;0.125200;0.079100;0.105100;0.101400;0.048800;0.075400;0.074500;0.143600;0.153300;0.031700;0.049500;0.091300;0.023800;0.047900;0.074500;0.015200;0.072400;0.093800;0.111200;0.032600;0.010900;0.094000;0.031400;0.021600;0.034200;0.023500;0.063200;0.068100;0.138700;0.027800;0.084600;0.022300;0.104500;0.049700;0.029900;0.088600;0.040300
0.160;0.103200;0.108100;0.032300;0.108400;0.139600;0.114200;0.159800;0.098000;0.035400;0.078500;0.034800;0.097100;0.039100;0.128600;0.083700;0.053700;0.118800;0.026200;0.080600;0.117000;0.018000;0.070200;0.127400;0.134400;0.010000;1.120000;1.180000;1.200000;1.380000;1.220000;1.040000;0.059900;0.163700;0.045800;0.114500;0.026900;1.260000;1.040000;1.100000;1.260000;1.220000;1.240000;0.062000;0.026800;0.063800;0.031400;0.168900;0.040900;1.040000;0.026800;0.033000;0.042100;0.083100;0.055600;0.003300;0.036300;0.103900;0.178400;0.113300;0.012500;0.053100;0.003600;0.068400;0.120900;0.040600;0.073900;0.035400;0.077900;0.074200;0.088600;0.056500;0.015600;0.026500;0.066300;0.118800;0.000600;0.156400;0.014000;0.064100;0.038700;0.042700;0.077600;0.061700;0.153300;0.034800;0.062900;0.021600;0.169200;0.096200;0.029300;0.101700;0.058900;0.019200;0.126200;0.038500;0.095600;0.016500;0.036000;0.003000;0.069900;0.111800;0.161000;0.088000;0.116100;0.018600;0.099000;0.064400;0.057700;0.020100;0.022600;0.067200;0.047300;0.095300;0.106600;0.018600;0.078800;0.192200;0.005400;0.087700;0.129800;0.087300;0.046400;0.091000;0.080900;0.015500;0.125200;0.072100;0.181100;0.117900;0.016200;0.039400;0.085200;0.062600;0.046400;0.149700;0.028700;0.075400;0.073900;0.086400;0.097100;0.007300;0.084900;0.005200;0.160400;0.047300;0.076600;0.113000;0.131300;0.079700;0.034800;0.105400;0.079100;0.107800;0.123100;0.054300;0.087000;0.074500;0.143600;0.168000;0.031700;0.049500;0.084300;0.005800;0.033600;0.074500;0.017700;0.080600;0.093800;0.111200;0.029300;0.010900;0.083700;0.014300;0.022600;0.034500;0.022900;0.063200;0.069900;0.132300;0.027800;0.084600;0.022300;0.105700;0.046700;0.025900;0.077600;0.046700
0.170;0.106300;0.106900;0.022300;0.102000;0.142700;0.137800;0.159800;0.098000;0.014300;0.079400;0.034500;0.094000;0.039700;0.128600;0.083700;0.069600;0.106900;0.026200;0.074200;0.111800;0.018000;0.076300;0.124600;0.134400;0.010000;1.120000;1.240000;1.340000;1.320000;1.500000;1.060000;0.061700;0.154900;0.048900;0.111200;0.026900;1.240000;1.100000;1.100000;1.160000;1.400000;1.040000;0.073300;0.026800;0.063800;0.038800;0.166200;0.040900;1.220000;0.028400;0.031400;0.043700;0.084600;0.052500;0.009400;0.038500;0.090700;0.163700;0.113000;0.012500;0.031400;0.000600;0.065100;0.114800;0.046700;0.075100;0.037500;0.078200;0.076600;0.080900;0.041800;0.015600;0.026500;0.045800;0.126500;0.003000;0.149700;0.014000;0.071800;0.053100;0.036000;0.063800;0.069900;0.153300;0.033900;0.062900;0.021600;0.175600;0.096200;0.029300;0.101700;0.060500;0.026200;0.130400;0.040600;0.095600;0.016500;0.049400;0.008200;0.065300;0.111800;0.161000;0.089800;0.127400;0.018600;0.095600;0.064400;0.065000;0.026300;0.021600;0.081900;0.043000;0.098100;0.094100;0.018600;0.089800;0.181100;0.002400;0.055600;0.119400;0.085500;0.045500;0.093800;0.073300;0.015200;0.125200;0.072100;0.179000;0.117900;0.015500;0.043000;0.088300;0.068700;0.046400;0.143900;0.019500;0.073600;0.071100;0.074800;0.093500;0.010300;0.085200;0.013100;0.160400;0.037500;0.093100;0.120000;0.118800;0.094100;0.040600;0.120300;0.063800;0.107800;0.110000;0.054300;0.087000;0.071200;0.141400;0.161000;0.020400;0.047600;0.087600;0.026500;0.050700;0.061400;0.017700;0.080600;0.093200;0.106900;0.016500;0.000000;0.085200;0.014300;0.017700;0.039100;0.022900;0.060200;0.057100;0.132300;0.032700;0.089500;0.004500;0.105400;0.056800;0.025600;0.101700;0.046700
0.180;0.106300;0.110300;0.033600;0.104500;0.147500;0.123700;0.158800;0.101100;0.014300;0.076000;0.026800;0.094000;0.046400;0.120600;0.089500;0.066300;0.106900;0.021000;0.080900;0.111800;0.004800;0.082100;0.124600;0.121300;0.017400;1.200000;1.280000;1.480000;1.580000;1.320000;1.080000;0.053400;0.154900;0.047600;0.111200;0.028400;1.180000;1.280000;1.100000;1.380000;1.160000;1.160000;0.073300;0.033000;0.069900;0.038800;0.153300;0.050100;1.220000;0.040600;0.038500;0.047300;0.076000;0.050100;0.005800;0.044900;0.092500;0.163700;0.111200;0.012500;0.044900;0.010000;0.067800;0.124300;0.042400;0.082500;0.030500;0.078200;0.076600;0.091900;0.041800;0.008800;0.024700;0.058000;0.121900;0.000600;0.155500;0.018000;0.071800;0.058900;0.041800;0.076000;0.069000;0.158500;0.033900;0.066000;0.018600;0.162800;0.098300;0.035100;0.093800;0.064100;0.028400;0.135000;0.040600;0.103800;0.013100;0.044900;0.002400;0.072700;0.102300;0.159200;0.083400;0.105700;0.015200;0.101700;0.064700;0.060800;0.011000;0.021600;0.069600;0.043000;0.081900;0.094100;0.015200;0.089800;0.183300;0.009400;0.068100;0.129200;0.082500;0.045500;0.098000;0.078200;0.015200;0.140500;0.066900;0.177500;0.090400;0.004500;0.045200;0.088300;0.055900;0.045500;0.148800;0.024400;0.074500;0.082500;0.074800;0.084300;0.012800;0.095600;0.005500;0.168000;0.037900;0.069900;0.120000;0.117600;0.094100;0.034800;0.111800;0.065000;0.095900;0.110000;0.049800;0.082500;0.071200;0.134100;0.172900;0.020400;0.048500;0.106300;0.012800;0.041500;0.070500;0.016200;0.102000;0.108400;0.106000;0.025600;0.000000;0.085200;0.019500;0.017700;0.030500;0.026800;0.061100;0.063200;0.140500;0.032700;0.084000;0.004500;0.105400;0.056800;0.015600;0.095600;0.036300
0.190;0.115200;0.110300;0.033600;0.108700;0.136500;0.123700;0.158800;0.108100;0.032300;0.081200;0.026800;0.094400;0.034500;0.120400;0.072100;0.052500;0.122800;0.022900;0.080900;0.128600;0.008800;0.073000;0.129800;0.121300;0.023500;1.140000;1.280000;1.420000;1.240000;1.400000;1.100000;0.053400;0.150600;0.048200;0.113300;0.026200;1.300000;1.140000;1.060000;1.120000;1.240000;1.160000;0.058600;0.033000;0.055300;0.041200;0.153300;0.045200;1.220000;0.035400;0.029300;0.037200;0.076000;0.053100;0.005800;0.037200;0.087700;0.171400;0.111200;0.001500;0.044300;0.010000;0.070500;0.124300;0.036300;0.077900;0.030500;0.076000;0.077000;0.091900;0.050700;0.008800;0.024700;0.050100;0.125800;0.000600;0.154300;0.016200;0.067800;0.058300;0.036900;0.071500;0.062300;0.149700;0.023500;0.065000;0.018600;0.172600;0.090100;0.016800;0.093800;0.064100;0.023500;0.130100;0.036900;0.101700;0.007900;0.044900;0.008500;0.076300;0.109000;0.177800;0.089800;0.120000;0.013400;0.101700;0.064700;0.046700;0.028400;0.025600;0.068100;0.053100;0.092200;0.122500;0.002400;0.080300;0.191500;0.009400;0.068100;0.129200;0.086100;0.060200;0.101400;0.070800;0.011900;0.140500;0.082800;0.171400;0.115100;0.004500;0.043700;0.094400;0.069000;0.045500;0.144200;0.024400;0.077900;0.058000;0.084900;0.099300;0.014000;0.092900;0.005500;0.166500;0.045800;0.102300;0.119100;0.117600;0.092200;0.034800;0.111800;0.059500;0.095900;0.121900;0.049800;0.089800;0.074500;0.139900;0.172900;0.024700;0.040600;0.092600;0.018900;0.041500;0.067800;0.016200;0.094100;0.105700;0.109400;0.025600;0.010300;0.087900;0.019500;0.026500;0.030500;0.026800;0.050400;0.063200;0.140500;0.044000;0.076300;0.007300;0.118800;0.043300;0.015600;0.099600;0.020400
0.200;0.111200;0.094400;0.026800;0.112400;0.152100;0.133200;0.148100;0.099000;0.032300;0.080600;0.045200;0.094400;0.034500;0.125900;0.084000;0.071100;0.118200;0.032000;0.072100;0.116700;0.016200;0.076700;0.135900;0.130100;0.014600;1.120000;1.380000;1.300000;1.300000;1.380000;1.080000;0.057100;0.151500;0.048200;0.122200;0.016500;1.160000;1.300000;1.280000;1.180000;1.340000;1.260000;0.066600;0.029000;0.058000;0.043600;0.163400;0.047900;1.320000;0.030500;0.034800;0.037200;0.086700;0.053100;0.006100;0.037200;0.087700;0.187000;0.108100;0.001500;0.044300;0.003600;0.070500;0.118200;0.056500;0.081500;0.046700;0.074800;0.077000;0.085500;0.046400;0.019200;0.032900;0.048800;0.128300;0.003300;0.150000;0.021100;0.067800;0.058300;0.047600;0.071500;0.078800;0.154600;0.023500;0.067500;0.033300;0.172600;0.098000;0.029000;0.102000;0.058900;0.014000;0.130100;0.037200;0.101700;0.013700;0.042100;0.008500;0.076300;0.105300;0.170500;0.089800;0.121900;0.001800;0.108700;0.064400;0.046700;0.028400;0.014300;0.068100;0.049800;0.093400;0.100500;0.022600;0.080300;0.176900;0.003300;0.069900;0.111800;0.091900;0.049500;0.101400;0.067500;0.015500;0.136200;0.067800;0.186000;0.108400;0.015200;0.043700;0.094400;0.069000;0.038800;0.144200;0.016800;0.078800;0.058000;0.084000;0.099300;0.014000;0.092900;0.003000;0.157000;0.031400;0.102300;0.108400;0.133200;0.092200;0.031400;0.116400;0.059500;0.102300;0.121900;0.046400;0.088600;0.056800;0.143000;0.172900;0.016200;0.040600;0.089200;0.018900;0.041200;0.067800;0.024100;0.103900;0.105700;0.120400;0.021000;0.000300;0.081800;0.036600;0.024700;0.029300;0.015800;0.058900;0.059500;0.141400;0.029300;0.082800;0.007300;0.105100;0.054300;0.009700;0.099600;0.028400
0.210;0.107200;0.094400;0.033600;0.112400;0.152100;0.133200;0.148100;0.105000;0.038800;0.076900;0.029300;0.084600;0.039100;0.114500;0.084000;0.071100;0.126500;0.032000;0.084000;0.122200;0.024100;0.076700;0.133800;0.128600;0.010300;1.380000;1.380000;1.200000;1.340000;1.380000;1.240000;0.057100;0.159400;0.059200;0.102300;0.016500;1.100000;1.260000;1.420000;1.440000;1.340000;1.060000;0.065900;0.032100;0.083700;0.056200;0.163400;0.047900;1.120000;0.029000;0.034800;0.048500;0.083100;0.048800;0.006100;0.029600;0.094400;0.177500;0.099300;0.020100;0.043300;0.004800;0.067800;0.118200;0.073300;0.081500;0.046700;0.073000;0.080600;0.094700;0.044900;0.020400;0.019800;0.044600;0.128300;0.003300;0.150000;0.021100;0.073600;0.059500;0.040300;0.074200;0.104100;0.151500;0.027200;0.072700;0.026500;0.140200;0.081900;0.023800;0.094000;0.082800;0.014000;0.141100;0.051300;0.107800;0.013700;0.058600;0.010600;0.087700;0.105400;0.174700;0.111200;0.120300;0.019500;0.108700;0.062900;0.049100;0.019800;0.019200;0.070900;0.041800;0.097700;0.121300;0.020400;0.075400;0.200100;0.003000;0.069900;0.118800;0.076900;0.051600;0.113900;0.081200;0.024400;0.134100;0.067800;0.178100;0.108400;0.011000;0.046700;0.081200;0.060100;0.051300;0.184500;0.024400;0.059200;0.107800;0.113000;0.069600;0.074500;0.138700;0.003000;0.157000;0.007600;0.106900;0.126500;0.133200;0.092800;0.031400;0.118800;0.076700;0.102000;0.117600;0.060400;0.079100;0.047600;0.130700;0.183000;0.037800;0.078800;0.089200;0.003000;0.042400;0.063800;0.003300;0.103900;0.135900;0.147900;0.016200;0.015200;0.080900;0.017100;0.025000;0.028100;0.040300;0.032700;0.059500;0.144200;0.007300;0.073600;0.012200;0.129500;0.061400;0.009700;0.099300;0.005400
0.220;0.107200;0.132600;0.027200;0.105400;0.149400;0.121000;0.142600;0.106000;0.042100;0.076900;0.038200;0.098000;0.044900;0.117300;0.039400;0.046700;0.114500;0.015200;0.077900;0.125500;0.005800;0.079100;0.132600;0.123100;0.012500;1.400000;1.280000;1.180000;1.180000;1.380000;1.180000;0.048500;0.159400;0.059200;0.102300;0.003900;1.000000;1.260000;1.000000;1.440000;1.300000;0.920000;0.065900;0.031400;0.082100;0.056200;0.159100;0.064400;1.080000;0.029000;0.039400;0.044000;0.086100;0.048800;0.003600;0.029000;0.094400;0.177500;0.102000;0.010100;0.051600;0.000300;0.067800;0.131000;0.093800;0.062600;0.026200;0.062300;0.072400;0.080900;0.047600;0.027500;0.040300;0.044600;0.156400;0.009400;0.156700;0.027800;0.066300;0.071500;0.040300;0.074200;0.104100;0.153900;0.027200;0.052500;0.027200;0.140200;0.105400;0.018600;0.124000;0.068100;0.004800;0.138700;0.044000;0.148500;0.016500;0.051000;0.008500;0.087700;0.106300;0.179600;0.111200;0.120300;0.069900;0.104500;0.067500;0.049100;0.015900;0.011300;0.070900;0.041800;0.097700;0.113000;0.059500;0.084000;0.200100;0.007900;0.071800;0.126800;0.076900;0.051600;0.113900;0.081200;0.000900;0.153300;0.087700;0.178100;0.172000;0.014600;0.050700;0.083300;0.044900;0.063800;0.184500;0.061100;0.059200;0.107800;0.113000;0.069600;0.074500;0.153400;0.004500;0.117600;0.007600;0.158500;0.126800;0.183600;0.114200;0.009400;0.137400;0.076700;0.098300;0.130700;0.071700;0.056200;0.047600;0.130700;0.219300;0.037800;0.078800;0.092800;0.009100;0.017400;0.080900;0.016200;0.159800;0.135900;0.147900;0.020700;0.015200;0.065700;0.007300;0.043300;0.025600;0.088900;0.032700;0.065300;0.138700;0.010300;0.073600;0.012200;0.143000;0.043900;0.030500;0.090700;0.032600
